,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,MS/MS assigned,Reference RT,Reference m/z,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,01_Brain,01_Heart,01_Liver,01_Muscle,01_Plasma01,02_Brain,02_Heart,02_Liver,02_Muscle,02_Plasma01,03_Brain,03_Heart,03_Liver,03_Muscle,03_Plasma01,VIP
21395,23724,8.521,1036.88586,w/o MS2:HexCer 22:0;2O/38:6,[M+H]+,False,13.88,1036.89026,530,True,True,False,90.8,99.8,,,,9013,0,4312,0,0,7705,0,0,0,0,12329,0,0,0,0,1.7001423914927078
23266,19041,8.521,830.65491,w/o MS2:RIKEN P-VS1 ID-12616 from Mouse_Heart_WT_N_F1,[M+H]+,False,8.82,830.65558,530,True,True,False,99.8,100.0,,,,43891,0,19516,0,0,47050,0,0,0,0,49872,0,24784,0,0,1.7001680247824724
21667,6462,1.964,372.28845,w/o MS2:NAE 22:6,[M+Na]+,False,6.14,372.2897,530,True,True,False,99.2,99.9,,,,115264,0,55902,0,0,103730,0,53923,0,0,105421,0,54486,0,0,1.7002111638521493
13882,15930,7.95,735.61517,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,99768,83432,106541,91130,0,105678,89199,111608,83868,41776,108802,86734,98059,90777,1.7002861590578535
16136,23007,7.74,973.66229,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,75001,129472,283564,70537,100759,78501,126547,321621,72484,79143,73987,132115,294428,62948,96892,1.7007098049188751
26563,22676,10.303,954.84796,w/o MS2:TG 8:0_12:0_38:5,[M+H]+,True,15.0,954.84839,530,True,True,False,100.0,99.9,,,,0,80437,91837,1019201,264861,64267,86203,77764,923180,246209,0,79718,96295,943443,295332,1.7008782480053688
4937,2687,11.085,225.20988,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,92391,122251,78350,129024,0,99493,121238,100213,121166,0,103562,124343,92609,124401,1.7009083552616338
4981,2731,0.434,226.95158,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,0,398370,0,456459,1154460,0,424082,0,472772,1147561,0,439857,0,503095,1099518,1.7009474583201776
15644,21264,5.147,900.47278,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,15779,0,3974,4686,0,20649,0,0,0,0,17910,7347,0,0,0,1.7010964365662538
9517,8089,10.796,429.24078,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,329153,0,0,0,0,360105,195003,0,0,0,343514,0,0,0,0,1.701315664165347
26138,23467,7.181,1007.79413,w/o MS2:SM 55:7;2O,[M+H]+,False,13.28,1007.7915,530,True,True,False,96.6,99.8,,,,46980,69383,97998,34158,59978,33329,51731,95372,29433,47471,34037,61629,93455,34482,58512,1.7013630384445453
20070,17594,8.056,788.65411,w/o MS2:Cer 16:3;3O/36:6;(2OH),[M+H]+,False,12.38,788.65509,530,True,True,False,99.5,99.9,,,,202223,0,0,0,0,87689,0,0,0,0,165545,0,0,0,0,1.7014113939808884
341,13519,7.346,643.53003,DG 36:2,[M+Na]+,True,12.17,643.52722,420,True,True,True,100.0,99.9,74.6,75.0,100.0,180003,4358262,15472260,1243063,1456262,185200,4256500,15639796,1059429,1485831,179392,4222090,15324196,1252941,1433459,1.701582269453236
3462,1174,0.429,178.0862,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,0,49000,0,0,0,106806,52178,0,29637,0,98201,63228,1.701643469460067
22026,11889,3.967,574.43817,w/o MS2:NAGlySer 8:0;O(FA 17:0),[M+H]+,False,7.5,574.44263,530,True,True,False,90.6,99.9,,,,21581,0,34258,94069,45232,21628,0,37769,102402,40405,21396,0,35178,97688,39028,1.701855160728732
5125,2877,0.438,234.93938,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,17773,0,0,0,0,21605,0,0,0,0,22190,10912,0,0,0,1.7027951776663595
10520,9555,0.418,484.78845,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,7395,3912,0,0,0,10920,3141,0,0,0,9581,3622,0,0,0,1.702847654479568
3381,1092,10.142,173.13245,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,28832,46995,0,0,0,0,43242,0,0,0,29627,8388,0,0,1.7028923786607897
24531,12680,6.171,607.39075,w/o MS2:RIKEN P-VS1 ID-5923 from Mouse_Feces_WT_N_Ctr,[M+H]+,False,5.84,607.39722,530,True,True,False,81.1,100.0,,,,573740,444090,732921,1558434,883476,617022,399889,847948,1469482,885622,668436,388615,755125,1493820,797818,1.703348356551236
9356,7902,8.911,424.45129,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,9619,0,17652,30817,21085,0,0,22129,29004,21567,0,0,15284,28247,21771,1.7035212287379369
7147,5122,3.924,326.34164,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,169479,0,162602,222019,204179,156452,0,157671,221474,193028,172490,0,167951,224191,192030,1.703551613563693
234,13229,8.0,630.61798,Cer 42:2;2O|Cer 18:1;2O/24:1,[M+H-H2O]+,True,13.03,630.61841,410,True,True,True,100.0,99.9,89.1,95.1,100.0,5288351,140796,2523157,84745,202453,5454250,128012,2561076,328687,92807,4910736,116555,2531070,317945,204657,1.7037355558333995
16055,22741,6.064,958.51331,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,42924,0,0,0,26262,44875,0,0,11642,0,50394,8799,4221,4584,18920,1.7039092794809756
902,18258,5.936,808.58447,PC 38:5|PC 18:0_20:5,[M+H]+,True,9.28,808.58508,410,True,True,True,100.0,99.9,85.2,74.2,100.0,2589558,15246810,19428650,17676028,22865996,2812428,16213805,18792192,16241258,22922256,2727783,15322383,19446356,17067414,22622608,1.7040889473746543
13870,15909,0.43,734.81293,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,10561,15642,11094,0,0,6333,0,8278,0,0,15423,6505,7784,0,0,1.7042633142501598
16066,22772,6.82,960.53363,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,119847,0,37634,0,0,98602,0,41626,24583,0,99921,0,39424,0,0,1.7044838986866875
11254,10663,3.416,525.17267,Unknown,[M+Na]+,False,,,999,False,False,False,,,,,,19798,43921,82376,0,39370,26347,54662,75909,0,44552,23917,43990,80885,0,43161,1.7048691802133735
6077,3910,0.512,281.10083,Unknown,[M+Na]+,False,,,999,False,False,False,,,,,,9562,0,0,0,0,12442,0,0,0,0,11737,5795,0,0,0,1.7049231452093934
9559,8152,6.674,430.91513,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,0,131122,180004,227460,223439,0,249752,177901,234854,207556,0,141902,135263,156910,232588,1.7052430389964839
17933,26122,5.871,1508.06396,Unknown,[M+Na]+,False,,,999,False,False,False,,,,,,105836,0,30013,0,0,104931,0,63505,0,0,124335,0,0,0,0,1.7056369379046556
22028,11838,3.108,572.41858,w/o MS2:NAGlySer 8:0;O(FA 17:1),[M+2H]2+,False,6.97,572.42688,530,True,True,False,70.9,99.9,,,,24537,11333,22296,24246,21943,27043,13080,21648,25789,23782,24406,10507,17466,26565,20968,1.7057181186186172
15713,21528,2.03,908.55206,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,13530,0,0,0,17896,11303,0,9823,14593,16033,13545,0,0,9549,16164,1.7059629363009527
15762,21694,4.819,914.50946,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,44745,108331,0,24303,6570,45860,103105,23735,0,0,31545,132407,23763,27374,1.7060738551720895
25410,18600,8.896,817.6142,w/o MS2:SL 12:2;O/36:6;O,[M+Na]+,True,11.12,817.6123,530,True,True,False,99.3,100.0,,,,22421,150895,759334,0,16235,21736,173092,640865,0,20792,21681,164665,745429,0,0,1.7061008045735904
2236,23476,10.763,1008.89429,TG 62:6|TG 18:0_18:1_26:5,[M+NH4]+,True,15.41,1008.89539,410,True,True,True,100.0,99.9,17.5,54.6,100.0,0,54513,117614,1121994,336036,0,53118,119788,1154400,294331,0,53438,136658,1201896,318031,1.7061024263479363
23711,22796,8.094,961.66754,w/o MS2:RIKEN P-VS1 ID-16855 from Mouse_Plasma_ApoEKO_N_F1EPA,[M+NH4]+,False,13.7,961.66992,530,True,True,False,97.2,99.8,,,,34864,0,0,0,15060,29606,0,0,0,18707,27076,0,0,0,13437,1.7063210008254939
13055,13916,6.603,659.68915,Unknown,[M+NH4]+,False,,,999,False,False,False,,,,,,0,0,26900,135751,47743,0,0,0,141442,32396,0,0,30848,147274,39639,1.7063621497633272
6397,4273,4.953,294.93906,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,57361,0,0,70296,91405,91445,0,0,0,64763,0,0,0,70967,62912,1.7065478287929496
17764,25880,7.603,1474.29602,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,26651,0,0,0,13480,28728,0,0,0,0,20309,0,0,0,0,1.7066347909984083
13727,15533,8.669,721.75549,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,30687,0,0,0,0,25442,0,0,0,10764,36670,0,0,14191,0,1.7066443088620358
6359,4233,1.484,293.2951,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,32899,0,0,0,0,36860,0,0,0,0,34846,0,19663,0,0,1.7069264626534446
22960,21856,4.646,920.53748,w/o MS2:PS 45:10,[M+H]+,False,8.18,920.5412,530,True,True,False,93.3,99.9,,,,0,13217,39896,0,0,0,13164,32376,0,0,0,0,35223,0,0,1.7071561774642878
25039,17065,8.53,772.68494,w/o MS2:SL 12:0;O/34:0,[M+H]+,False,13.81,772.68469,530,True,True,False,100.0,99.9,,,,43320,0,0,10306,4575,37132,0,0,19342,0,39413,9390,0,13284,0,1.707218384079984
15733,21604,5.937,911.06439,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,0,0,0,44761,73034,0,0,0,23279,69319,0,0,0,29946,0,1.7072718302740388
2501,185,6.052,128.06192,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,28877,0,59777,0,0,41636,46880,58902,11287,0,27584,66511,18001,2325,0,1.707457849579903
21067,16488,7.38,754.56494,w/o MS2:HexCer 16:1;2O/24:6,[M+H]+,False,9.47,754.56158,530,True,True,False,94.5,100.0,,,,0,57350,40668,63287,61456,23954,52433,40083,57741,55864,0,47431,41482,70077,46149,1.707864572753158
19108,8307,5.443,436.34189,w/o MS2:CAR 19:3,[M+H]+,False,5.81,436.3421,530,True,True,False,100.0,100.0,,,,6816257,5971683,4368292,5409647,5780898,6769479,4469064,4693632,5304622,5449811,7130208,4840065,3978019,5520286,5662693,1.7078775002060498
6041,3874,6.335,279.26807,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,53699,0,0,0,0,27485,0,0,0,0,31818,0,0,0,0,1.7079573822491776
19207,10841,3.971,532.43976,w/o MS2:CAR 26:4,[M+H]+,False,7.57,532.43597,530,True,True,False,93.1,100.0,,,,6585,0,0,0,0,4720,0,0,0,0,3036,0,0,0,0,1.708911601342392
1121,18836,6.488,824.55865,PC O-41:11,[M+H]+,True,8.66,824.5589,420,True,True,True,99.8,100.0,43.5,60.7,100.0,1201741,174146,0,143131,5771,1144241,547541,0,143137,0,1089819,190774,0,147654,0,1.7089700574922773
12572,12917,5.288,616.63599,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,568128,118828,0,85272,192762,514179,117739,0,211946,188875,560225,184557,0,0,198270,1.7089975074009878
2711,405,5.038,140.06816,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,716299,132663,266479,209391,189720,541814,161758,296551,244097,217092,685679,145017,308454,237687,229759,1.7094230839822953
22643,19088,6.975,832.49908,w/o MS2:PI 33:5,[M+H]+,False,7.65,832.49707,530,True,True,False,98.0,100.0,,,,54505,28794,9088,0,0,59551,29810,0,0,0,54438,30932,0,0,0,1.7094592641086892
1270,1295,5.348,184.07326,Phosphocholine,[M+H]+,True,0.78,184.07332,430,True,True,True,74.6,99.9,56.4,78.9,44.4,4349671,10589544,13611113,10522259,7420142,8298436,11964254,14386792,10289472,8727377,8300197,11077517,15302113,10398385,7707760,1.7095306048598862
1533,8198,0.762,432.23962,RIKEN P-VS1 ID-3065 from Mouse_Macrophage_WT_N_F1AA,[M+NH4]+,True,4.05,432.23901,430,True,True,True,71.1,99.9,31.9,86.1,72.2,0,0,0,112901,0,0,0,0,131513,46787,0,0,0,140728,48467,1.7096239928838266
25379,11339,1.98,551.3454,w/o MS2:SL 12:2;O/18:5,[M+2H]2+,False,5.96,551.35132,530,True,True,False,83.9,99.9,,,,22994,0,19033,18966,31278,21426,12210,20912,22350,25732,30718,10104,0,22721,31360,1.7097146912483567
20638,22696,5.29,955.80896,w/o MS2:DG 59:7,[M+Na]+,False,14.54,955.8089,530,True,True,False,100.0,99.6,,,,158396,58764,0,69628,112804,149294,0,0,0,113469,129818,0,0,39760,80120,1.7100248547827643
26909,12948,4.422,618.4646,w/o MS2:TG 8:0_8:0_18:5,[M+H]+,False,8.55,618.47278,530,True,True,False,71.6,99.9,,,,9393,0,33560,57365,34160,9118,12261,28539,61502,31247,11205,7462,31475,50289,37801,1.7100829320181232
18994,21353,7.056,902.68335,w/o MS2:BMP 16:0_28:3,[M+H]+,False,12.63,902.68451,530,True,True,False,99.3,99.8,,,,0,77124,51695,73979,72229,8173,80478,63947,83722,63453,0,87971,54256,73983,65861,1.7100938264642436
22602,14045,2.816,665.323,w/o MS2:PI 20:0,[M+H]+,False,6.0,665.32721,530,True,True,False,91.5,99.9,,,,8626,9725,7706,0,0,5397,9332,6391,0,0,7171,13046,8149,10765,0,1.7101361894972387
106,11748,6.84,568.5368,CAR 28:0,[M+H]+,True,10.34,568.52991,410,True,True,True,100.0,99.9,23.7,88.0,100.0,0,309268,71399,339998,538014,0,331456,0,331547,553290,0,311561,54865,337225,554080,1.7103683600405608
21403,24011,10.641,1074.92834,w/o MS2:HexCer 22:1;3O/38:2;(2OH),[M+H]+,False,14.05,1074.92712,530,True,True,False,99.3,99.9,,,,22149,0,0,0,0,33668,0,0,0,0,46784,0,0,0,0,1.7105092524386334
13012,13816,8.168,655.56616,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,43625,0,20211,0,0,48567,0,0,0,0,38446,0,17325,0,0,1.7105292046642204
1031,16431,5.085,752.5614,PC O-35:5,[M+H]+,True,9.29,752.5589,420,True,True,True,100.0,99.9,87.6,85.7,100.0,0,6488090,30091990,0,38597,0,6497584,29682828,0,0,0,6553740,29556424,0,0,1.7106026453123158
170,12265,6.93,590.55042,Cer 38:2;3O|Cer 21:1;2O/17:1;O,[M+H-H2O]+,True,10.55,590.55072,410,True,True,True,100.0,99.9,91.6,60.0,100.0,697790,37135,405155,0,0,686755,41276,414912,0,0,648057,40619,410632,0,0,1.7106313245798548
13612,15228,4.442,709.61194,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,295290,223299,210821,224463,185666,342736,226916,234841,219213,182288,304071,248253,229692,210299,199980,1.710658348216133
42,15252,4.434,710.61823,1_SM d18:1/16:1-d9_ISTD_[M+H]+,[M+H]+,True,4.47,710.6153,annotated by user-defined text library,True,True,False,98.1,96.2,,,,15083242,11409297,10974743,11397275,9540907,14855751,12029253,11221670,11510978,9493001,15064540,11970611,11346595,11145893,9802736,1.710668977379789
24079,26430,5.787,1542.14478,w/o MS2:RIKEN P-VS1 ID-20554 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M+2H]2+,False,9.19,1542.14551,530,True,True,False,99.7,99.9,,,,1930641,229789,0,583333,1010092,2118516,285906,884874,594214,990051,2096941,258191,919571,558069,958216,1.7107597563711214
8695,7032,12.72,393.29813,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,1421946,1402831,1347308,1265551,1268401,1338808,1352420,1342952,1346812,1233737,1371428,1472511,1347425,1288225,1266152,1.7112649780298248
11306,10750,2.919,529.10675,Unknown,[M+Na]+,False,,,999,False,False,False,,,,,,0,9656,19015,0,7743,0,10135,15346,0,7577,0,6649,15592,0,7986,1.711450709822898
9834,8556,2.964,445.40976,Unknown,[M+Na]+,True,,,999,False,False,False,,,,,,471424,407473,422323,366480,180096,458276,422929,407617,341164,176216,468150,419161,369669,357566,175179,1.7116429782154334
6288,4151,7.179,289.2529,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,65018,35270,41120,36681,36631,63510,42534,39037,40300,27945,58798,34464,39940,35041,27533,1.7119077804613219
4817,2553,0.481,221.20119,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,12658,0,0,27835,11502,10753,0,0,18035,10815,9452,0,0,29068,0,1.7119549052435157
