,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,MS/MS assigned,Reference RT,Reference m/z,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,01_Brain,01_Heart,01_Liver,01_Muscle,01_Plasma01,02_Brain,02_Heart,02_Liver,02_Muscle,02_Plasma01,03_Brain,03_Heart,03_Liver,03_Muscle,03_Plasma01,VIP
20982,19045,8.002,830.70789,w/o MS2:HexCer 16:0;2O/26:0;O,[M+H]+,False,12.99,830.70801,530,True,True,False,100.0,99.9,,,,10706944,0,0,0,0,11910928,0,0,0,0,10960912,0,0,0,0,1.8000047083029684
20381,23910,10.611,1062.88733,w/o MS2:DG 30:4_38:10,[M+Na]+,False,14.51,1062.88477,530,True,True,False,96.8,99.9,,,,64162,0,0,0,0,70736,0,0,0,0,64126,0,0,0,0,1.8000048979108758
1414,20223,8.482,866.70569,RIKEN P-VS1 ID-14002 from Mouse_Feces_WT_ABX_Ctr,[M+H]+,True,13.15,866.71582,430,True,True,True,83.5,99.9,73.5,75.0,100.0,693184,0,0,0,0,748285,0,0,0,0,714294,34142,0,0,0,1.8000097562136246
22418,21146,6.71,896.6485,w/o MS2:PC O-46:10,[M+H]+,False,11.13,896.65277,530,True,True,False,91.3,99.9,,,,25425,0,0,0,0,22614,0,0,0,0,23389,0,0,0,0,1.800014459181649
1267,18184,6.795,806.60577,PE P-42:5|PE P-18:1_24:4,[M+H]+,True,12.02,806.60577,410,True,True,True,100.0,99.9,70.1,95.2,100.0,1312387,40837,0,30904,0,1361566,36888,0,29694,0,1381130,0,0,35260,0,1.8000198385233543
26365,20983,7.279,890.62231,w/o MS2:TG 15:3_16:4_20:5;3O,[M+H]+,False,9.45,890.61407,530,True,True,False,71.2,100.0,,,,117796,0,0,0,0,118133,0,0,0,0,129617,0,0,0,0,1.8000294244386972
22544,23086,6.741,978.62781,w/o MS2:PG 15:4_36:10,[M+H]+,False,10.33,978.62189,530,True,True,False,83.9,99.9,,,,79943,0,0,0,0,77550,0,0,0,0,86347,0,0,0,0,1.800030127568968
1605,14145,7.417,668.59814,RIKEN P-VS1 ID-7216 from Mouse_Kidney_fads2KO_N_Ctr,[M+H]+,True,12.26,668.59613,430,True,True,True,84.8,99.9,88.0,75.5,50.0,321933,0,0,175028,55585,328278,0,0,186886,52319,304047,0,0,178401,52663,1.8000638938859785
19679,13094,6.051,624.50519,w/o MS2:Cer 12:1;3O/28:6;(2OH),[M+H]+,False,8.76,624.4986,530,True,True,False,80.5,100.0,,,,311952,0,20411,0,0,291730,0,0,0,0,312028,0,0,0,0,1.8000714261488664
18779,27320,8.02,1660.40955,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,65469,0,0,0,0,68432,0,0,0,0,72862,0,0,0,0,1.8000824319276372
1124,18970,7.647,828.58813,PC O-41:9,[M+H]+,True,9.32,828.59021,420,True,True,True,91.3,100.0,19.1,81.9,100.0,475270,0,0,0,0,520906,0,0,0,0,471349,0,0,0,0,1.8001146112490045
23973,25982,7.977,1489.35095,w/o MS2:RIKEN P-VS1 ID-20111 from Mouse_WAT_fads2KO_N_Ctr,[M+H]+,False,13.74,1489.34424,530,True,True,False,79.8,99.8,,,,598781,0,0,0,0,660547,0,0,0,0,655280,0,0,0,0,1.8001163461993759
25834,18812,8.804,823.66937,w/o MS2:SM 13:1;2O/30:3,[M+H]+,False,11.3,823.66882,530,True,True,False,99.8,100.0,,,,40207,0,0,0,0,43812,0,0,0,0,39457,0,0,0,0,1.8001200122452565
26093,22114,7.844,929.81262,w/o MS2:SM 49:1;3O,[M+H]+,True,13.52,929.8045,530,True,True,False,90.9,99.8,,,,223345,0,0,0,0,228972,0,0,0,0,204433,0,0,0,0,1.8001261806921016
26780,21750,7.084,916.64569,w/o MS2:TG 8:0_20:3_22:5;4O,[M+H]+,False,9.88,916.65082,530,True,True,False,87.7,100.0,,,,389265,0,0,0,0,396717,5134,8180,0,0,428892,0,3235,0,0,1.8001498627199342
539,16018,6.706,738.62439,HexCer 38:1;2O|HexCer 18:1;2O/20:0,[M+H-H2O]+,True,11.38,738.62421,410,True,True,True,100.0,99.9,33.5,86.0,100.0,622565,0,0,0,0,631273,0,0,0,0,686491,0,0,0,0,1.8001510406890295
15940,22317,7.547,938.54913,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,78836,0,0,0,0,81493,0,0,0,0,76748,0,0,0,8773,1.800152017172062
626,20056,7.93,860.69891,HexCer 46:4;3O,[M+H-H2O]+,True,12.44,860.69739,420,True,True,True,83.5,99.9,72.0,42.3,92.9,8046362,0,0,0,0,8965964,0,0,0,0,8494217,0,0,0,0,1.8001540705796841
25540,19069,6.72,831.66479,w/o MS2:SL 14:1;O/36:6,[M+H]+,False,13.15,831.66431,530,True,True,False,99.9,99.8,,,,144992,0,0,0,0,141889,0,0,0,0,129424,0,0,0,0,1.8001565140485274
10802,9959,8.807,498.90128,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,102639,0,0,0,0,109757,0,0,0,0,98084,0,0,0,0,1.800165994083895
533,15250,5.923,710.59241,HexCer 36:1;2O|HexCer 18:1;2O/18:0,[M+H-H2O]+,True,10.25,710.5929,410,True,True,True,100.0,99.9,66.7,90.8,100.0,4180452,0,0,0,0,3932238,0,0,0,0,4392768,0,0,0,0,1.8001668451978563
17604,25652,7.308,1426.24133,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,325069,0,0,0,0,353966,0,0,0,0,319248,0,0,0,0,1.800177072323876
24723,15127,6.217,706.49829,w/o MS2:RIKEN P-VS1 ID-8135 from Mouse_Lung_WT_N_F1AA,[M+H]+,False,7.2,706.49072,530,True,True,False,75.1,100.0,,,,215503,146464,237734,417909,288959,206314,117343,245018,453023,275392,201918,108592,211115,395045,255840,1.800190475295838
890,18568,7.109,816.64728,PC 38:1|PC 18:0_20:1,[M+H]+,True,11.97,816.64771,410,True,True,True,100.0,99.9,69.9,62.7,100.0,16717248,65677,1295318,0,0,17488540,58936,1378849,32294,0,17052926,0,1345627,0,0,1.8001911539453341
11647,11338,5.856,551.32825,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,345325,217689,390870,850755,565748,315213,278089,447492,837144,549763,341699,214653,435294,948849,460857,1.8001990816728326
21245,19658,7.8,848.69971,w/o MS2:HexCer 17:0;2O/28:3;O,[M+Na]+,True,12.65,848.69739,530,True,True,False,99.1,99.9,,,,1167042,0,0,0,0,1211034,0,0,0,0,1081584,0,0,0,0,1.800233115431259
808,16746,6.403,762.60388,PC 34:0|PC 16:0_18:0,[M+H]+,True,10.55,762.60071,410,True,True,True,100.0,99.9,86.9,76.9,100.0,228599904,5017252,15627738,2692680,974923,211159424,5251201,16027531,2590253,946796,210634640,5237972,16089205,2615226,1012309,1.8002922359323463
24653,14067,6.108,665.65417,w/o MS2:RIKEN P-VS1 ID-7150 from Cell_HEK293_WT_N_Ctr,[M+H]+,False,13.63,665.64581,530,True,True,False,70.5,99.7,,,,122095,0,0,0,0,134254,0,0,0,0,122921,0,0,0,0,1.8002925661509155
13223,14320,7.315,675.61975,Unknown,[M+Na]+,False,,,999,False,False,False,,,,,,0,83255,74397,70423,71893,0,80387,70937,75715,69753,0,84240,80201,78879,68464,1.8003202637910234
1801,6360,5.057,369.35266,ST 27:1;O,[M+H-H2O]+,True,9.0,369.35159,410,True,True,True,100.0,99.9,78.5,88.8,100.0,21602458,2975290,2403909,3038073,3172493,19610426,3004868,2280270,3027000,3350995,20316912,3031088,2380478,3115458,3208740,1.8003279455153585
23409,20325,7.453,870.5592,w/o MS2:RIKEN P-VS1 ID-14110 from Mouse_Macrophage_WT_N_F1,[M+H]+,False,9.46,870.5575,530,True,True,False,98.6,100.0,,,,154311,0,0,0,0,171090,0,0,0,0,163870,0,0,0,0,1.80034032744174
1269,17580,4.487,788.54309,PG 36:4|PG 18:2_18:2,[M+NH4]+,True,8.0,788.54358,410,True,True,True,100.0,99.9,51.5,74.4,100.0,10554753,192176,652199,10276,0,10867962,218321,675068,11815,0,9800327,229109,706060,0,0,1.8003408728403554
596,18854,7.622,824.70123,HexCer 43:1;3O|HexCer 18:1;2O/25:0;O,[M+H-H2O]+,True,13.03,824.69739,410,True,True,True,100.0,99.9,54.6,48.1,100.0,3202632,0,0,0,0,3551568,0,0,0,0,3372833,0,0,0,0,1.8003519611060426
25504,18680,7.642,819.67023,w/o MS2:SL 13:1;O/36:5,[M+H]+,False,13.21,819.66431,530,True,True,False,83.9,99.9,,,,80471,0,0,0,0,84088,0,0,0,0,89006,0,0,0,0,1.8003550470833523
21325,21275,7.297,900.65442,w/o MS2:HexCer 17:2;3O/30:6;(2OH),[M+H]+,False,10.35,900.65588,530,True,True,False,98.9,100.0,,,,564197,0,0,0,0,549512,0,0,0,0,505064,0,0,0,0,1.8003556648345136
19663,12450,6.143,598.48834,w/o MS2:Cer 12:1;3O/26:5;(2OH),[M+H]+,False,8.35,598.48297,530,True,True,False,86.6,100.0,,,,560402,0,0,0,0,566486,0,0,0,0,510579,0,0,0,0,1.8003634883946755
9985,8771,2.971,455.16901,Unknown,[M+Na]+,True,,,999,False,False,False,,,,,,0,81191,170468,0,58736,5536,74985,167341,0,48205,7358,68467,171945,0,42324,1.8003695696269686
16638,24136,9.993,1095.8595,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,303990,107956,145825,0,92815,283026,114922,132505,0,96382,278027,124810,157234,0,84058,1.8003858307535245
21406,23974,10.295,1070.89563,w/o MS2:HexCer 22:1;3O/38:4;(2OH),[M+H]+,False,13.88,1070.89575,530,True,True,False,100.0,99.9,,,,106966,0,0,0,0,111018,0,0,0,0,99576,0,0,0,0,1.8004134389914936
624,20171,8.79,864.72607,HexCer 46:2;3O,[M+H-H2O]+,True,13.06,864.7287,420,True,True,True,78.2,99.9,69.1,40.3,78.6,225084,0,0,0,0,236261,0,0,0,0,211882,0,0,0,0,1.8004164252548407
166,12768,6.642,610.58795,Cer 38:1;3O|Cer 18:1;2O/20:0;O,[M+H]+,True,11.41,610.5769,410,True,True,True,98.7,99.9,39.4,47.3,100.0,781632,0,26734,0,0,807705,0,0,0,0,854306,0,0,0,0,1.8004233064693955
566,18417,6.684,812.66394,HexCer 41:2;3O|HexCer 18:1;2O/23:1;O,[M+H]+,True,11.25,812.66101,410,True,True,True,100.0,99.9,60.3,71.7,100.0,1091201,0,0,0,0,1093426,0,0,0,0,1190668,0,0,0,0,1.8004248170489858
18238,26608,6.384,1561.24438,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,77277,0,0,0,0,85428,0,0,0,0,80045,0,0,0,0,1.8004256895618178
27429,14953,7.147,699.60376,w/o MS2:VAE 27:1,[M+NH4]+,False,14.62,699.6051,530,True,True,False,99.1,99.8,,,,12174,17419,17204,0,0,10411,15972,0,0,0,0,11544,13984,0,0,1.800432192248351
623,19584,7.616,846.68341,HexCer 45:4;3O,[M+H-H2O]+,True,12.09,846.6817,420,True,True,True,83.7,99.9,72.6,43.3,92.9,10529661,0,0,0,0,11563975,0,0,0,0,10666715,0,0,0,0,1.80046078761453
10715,9846,3.337,494.50403,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,351128,0,0,0,0,318489,0,0,0,0,319861,0,0,0,0,1.8004609443932449
22498,10944,3.314,536.37311,w/o MS2:PE O-8:0_14:1,[M+H]+,False,7.43,536.37109,530,True,True,False,98.0,99.9,,,,24236,0,0,0,0,24034,0,0,0,0,26290,0,0,0,0,1.800463385311345
25765,20029,8.291,859.77008,w/o MS2:SM 12:0;2O/33:0,[M+H]+,False,13.49,859.7627,530,True,True,False,76.1,99.9,,,,706719,0,0,0,0,661760,0,0,0,0,633006,0,0,0,0,1.8004994058703698
535,15726,5.929,728.60614,HexCer 36:1;2O|HexCer 18:1;2O/18:0,[M+H]+,True,10.25,728.60352,410,True,True,True,100.0,99.9,49.9,73.1,100.0,14594203,0,0,56721,0,14065476,0,0,48848,18544,15516249,0,0,0,0,1.8005075171758478
26409,21926,7.747,922.65826,w/o MS2:TG 15:4_19:5_22:6;1O,[M+H]+,False,12.25,922.65552,530,True,True,False,96.3,99.9,,,,0,28992,64421,12814,18370,0,27142,67148,9354,19240,0,31680,66279,0,15421,1.8005162156808745
20764,20985,6.271,890.64276,w/o MS2:HBMP 18:2_12:0_12:0,[M+H]+,True,11.05,890.64807,530,True,True,False,95.7,99.9,,,,3880006,0,0,0,0,4160578,0,0,0,0,4264435,0,0,0,0,1.8005181259816838
1312,19577,7.16,846.62518,PS 40:1|PS 22:0_18:1,[M+H]+,True,10.55,846.62189,410,True,True,True,100.0,99.9,60.5,78.3,100.0,613034,25657,40354,9442,0,675318,19371,38616,0,0,629632,22497,50828,0,0,1.800521009373913
1716,17632,7.324,789.6842,SM 40:0;2O|SM 18:0;2O/22:0,[M+H]+,True,12.63,789.68439,410,True,True,True,100.0,99.9,83.9,84.1,100.0,9098087,198370,690543,52567,186655,9797633,184824,741972,49656,190184,9035580,210527,715485,46336,190678,1.8005274707032215
17897,26071,7.973,1500.31042,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,43679,0,0,0,0,40350,0,0,0,0,44532,0,0,0,0,1.8005459723977852
1486,25758,6.313,1454.1001,RIKEN P-VS1 ID-19944 from Mouse_Brain_fat1TG_N_w6rich,[M+H]+,True,10.32,1454.10352,430,True,True,True,71.0,99.9,56.4,59.8,52.4,995297,27437,0,12319,0,1045753,28693,0,0,0,1045360,25335,0,0,0,1.8005500734224098
18329,26729,5.84,1576.12769,Unknown,[M+Na]+,False,,,999,False,False,False,,,,,,0,220273,701442,78849,0,0,239207,788684,81294,0,0,276439,770097,74772,0,1.8005671433648787
16955,24654,4.568,1175.44531,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,8091,0,0,0,0,8686,0,0,0,0,8874,0,0,0,0,1.8005711638609625
537,16207,5.702,744.59741,HexCer 36:1;3O|HexCer 18:1;2O/18:0;O,[M+H]+,True,9.43,744.59839,410,True,True,True,100.0,99.9,34.5,71.9,100.0,4259976,0,0,0,0,4513278,0,0,0,0,4686225,0,0,0,0,1.8005734541970224
23527,21206,8.244,898.5918,w/o MS2:RIKEN P-VS1 ID-15125 from Mouse_Kidney_WT_N_F1,[M+H]+,False,8.38,898.59198,530,True,True,False,100.0,100.0,,,,61459,0,0,0,0,67355,0,0,0,0,62342,0,0,0,0,1.800576081430964
492,19950,7.127,857.71765,DG 52:7,[M+Na]+,True,13.74,857.69928,420,True,True,True,88.4,99.8,9.8,75.0,100.0,306008,0,0,0,0,275226,0,0,0,0,293299,0,0,0,0,1.8005882572275909
24860,15500,10.778,720.60687,w/o MS2:SE 24:1;O4/20:0;1O,[M+H]+,True,10.99,720.61371,530,True,True,False,89.4,100.0,,,,172362,0,0,0,0,189852,0,0,0,0,181433,0,0,0,0,1.800613135774719
22264,20817,5.439,884.61572,w/o MS2:PC 6:0_38:9,[M+H]+,False,9.44,884.61639,530,True,True,False,99.8,99.9,,,,58262,0,0,0,0,57371,0,0,0,0,62727,0,0,0,0,1.8006288024309254
17687,25773,7.975,1456.28381,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,73298,0,0,0,0,80380,0,0,0,0,78566,0,0,0,0,1.8006299637680707
17528,25557,6.611,1375.19421,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,23855,0,0,0,0,26263,0,0,0,0,25048,0,0,0,0,1.8006343014190163
1236,16608,7.62,758.60907,PE P-38:1|PE P-18:0_20:1,[M+H]+,True,12.82,758.60577,410,True,True,True,100.0,99.9,55.2,93.9,100.0,6318260,0,11279,0,0,6942024,0,13615,0,0,6501880,0,0,0,0,1.8006439927024733
1320,19230,5.148,836.54651,PS 40:6|PS 18:0_22:6,[M+H]+,True,8.36,836.54358,410,True,True,True,100.0,99.9,77.9,74.5,100.0,128312632,206316,2325568,2475533,0,137738624,242186,2311578,2392562,71945,133626448,232588,2231209,2517353,37277,1.8006661702333289
18670,27190,7.354,1634.34277,Unknown,[M+H]+,True,,,999,False,False,False,,,,,,216157,0,0,0,0,195170,0,0,0,0,209054,0,0,0,0,1.800678190995296
18279,26664,4.729,1568.8656,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,167050,0,0,0,0,182801,0,0,0,0,179211,0,0,0,0,1.8006794918122144
21868,12784,4.874,611.54266,w/o MS2:NAGly 8:0;O(FA 26:1),[M+H]+,False,9.13,611.53571,530,True,True,False,78.5,99.9,,,,86079,0,0,0,0,93538,0,0,0,0,93128,0,0,0,0,1.8007129262837325
25377,11029,2.979,539.34863,w/o MS2:SL 12:2;O/17:4,[M+H]+,False,5.86,539.35132,530,True,True,False,96.5,100.0,,,,11855,0,0,0,0,11288,0,0,0,0,10671,0,0,0,0,1.8007313232002795
10917,10157,5.284,506.52017,Unknown,[M+H]+,False,,,999,False,False,False,,,,,,87416,0,0,0,0,88514,0,0,0,0,80452,0,0,0,0,1.8007450938745913
20761,21094,8.452,894.67896,w/o MS2:HBMP 18:0_12:0_12:0,[M+H]+,True,12.28,894.67938,530,True,True,False,100.0,99.9,,,,73204,0,0,0,0,77983,0,0,0,0,70828,0,0,0,0,1.8007459294035835
531,15783,6.154,730.62225,HexCer 36:0;2O|HexCer 18:0;2O/18:0,[M+H]+,True,10.6,730.61908,410,True,True,True,100.0,99.9,49.4,51.8,100.0,3724056,0,0,0,0,3536208,0,0,0,0,3354223,0,0,0,0,1.8007533472992796
1484,25613,6.279,1404.08545,RIKEN P-VS1 ID-19783 from Mouse_Brain_fads2KO_N_Ctr,[M+H]+,True,10.34,1404.09058,430,True,True,True,75.5,99.9,70.0,67.5,50.0,799762,0,0,0,0,861039,0,0,0,0,787581,0,0,0,0,1.8007740865706445
21052,17176,6.933,776.62421,w/o MS2:HexCer 16:0;3O/21:0;(2OH),[M+NH4]+,False,10.22,776.62457,530,True,True,False,99.9,99.9,,,,351598,0,0,0,0,355500,0,0,0,0,381915,0,0,0,0,1.8007925280936607
26359,22269,6.863,936.61737,w/o MS2:TG 15:3_15:4_22:5;4O,[M+H]+,False,9.47,936.61951,530,True,True,False,97.7,100.0,,,,337433,0,0,0,0,333179,0,0,0,0,306690,0,0,0,0,1.8007925419962931
594,18918,8.3,826.71753,HexCer 43:1;2O|HexCer 18:1;2O/25:0,[M+H]+,True,13.14,826.71301,410,True,True,True,100.0,99.9,73.2,83.3,100.0,498661,0,0,0,0,518494,0,0,0,0,469662,0,0,0,0,1.8007975764016717
18998,19091,4.753,832.51514,w/o MS2:BMP 16:4_24:6,[M+Na]+,False,7.81,832.51233,530,True,True,False,96.1,99.9,,,,74096,0,0,0,0,80715,0,0,0,0,75001,0,0,0,0,1.8008060358024718
26030,19548,7.146,845.71814,w/o MS2:SM 43:1;3O,[M+H]+,False,12.24,845.71057,530,True,True,False,75.1,99.9,,,,5026346,0,0,0,0,4734710,0,0,0,0,5202872,0,0,0,0,1.8008077964706959
27118,21258,7.543,899.80176,w/o MS2:TG 8:0_8:0_37:0,[M+H]+,False,15.66,899.80377,530,True,True,False,98.0,99.7,,,,158707,0,0,0,0,169027,0,0,0,0,173174,0,0,0,0,1.800807812609966
262,14391,8.361,678.67908,Cer 44:1;2O|Cer 20:1;2O/24:0,[M+H]+,True,13.5,678.6759,410,True,True,True,100.0,99.9,91.2,89.5,100.0,116319,0,0,0,0,109393,0,0,0,0,105167,0,0,0,0,1.8008461691469868
1096,18015,7.59,802.57336,PC O-39:8,[M+H]+,True,9.3,802.57452,420,True,True,True,90.3,100.0,48.6,62.4,100.0,601009,0,0,0,0,656689,0,0,0,0,636758,0,0,0,0,1.8008539881219985
