index_no,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,MS/MS assigned,Reference RT,Reference m/z,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,01_Brain,01_Heart,01_Liver,01_Muscle,01_Plasma01,02_Brain,02_Heart,02_Liver,02_Muscle,02_Plasma01,03_Brain,03_Heart,03_Liver,03_Muscle,03_Plasma01,VIP
1834,16953,10.31,768.70667,TG 44:0|TG 14:0_14:0_16:0,[M+NH4]+,TRUE,13.99,768.70758,410,TRUE,TRUE,TRUE,100.0,100.0,70.3,88.0,100.0,21897,7146624,822029,10070516,350876,18416,8810168,802660,10133220,339413,0,8036536,794998,9951084,339213,1.5004518223754300
2180,22677,11.225,954.84845,TG 58:5|TG 18:0_18:2_22:3,[M+NH4]+,TRUE,15.01,954.84839,410,TRUE,TRUE,TRUE,100.0,99.9,22.2,84.8,100.0,83688,740059,1546672,5373884,1491751,88912,693005,1507501,1353225,1469618,62110,0,1603533,5369568,1499365,1.5006419411798100
864,17367,4.864,782.56915,PC 36:4|PC 18:2_18:2,[M+H]+,TRUE,8.93,782.5694,410,TRUE,TRUE,TRUE,100.0,99.9,87.2,82.4,100.0,111734,8844602,18103434,2410714,8353080,151925696,9273962,19786812,2334013,8467148,109211,9089485,19863452,2432352,8004640,1.5008084161928500
1392,19108,6.359,832.6662,RIKEN P-VS1 ID-12702 from Mouse_Brain_WT_N_F1AA,[M+H]+,TRUE,10.2,832.66742,430,TRUE,TRUE,TRUE,79.7,99.9,60.4,81.1,75.0,1014863,0,0,87312,46798,1090618,58179,0,79203,50658,1159207,0,0,87441,41586,1.5020941617607400
18458,26915,5.954,1597.20312,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5023493557252500
1397,19173,10.53,834.69891,RIKEN P-VS1 ID-12800 from Mouse_Heart_WT_N_F1,[M+NH4]+,TRUE,14.32,834.71088,430,TRUE,TRUE,TRUE,82.0,99.9,82.8,80.4,84.0,1400421,575048,810801,0,867203,1565606,568328,750681,0,861708,1503966,530247,782840,0,807237,1.502952061877720
2076,21228,11.525,898.79083,TG 54:5|TG 18:1_18:2_18:2,[M+NH4]+,TRUE,14.32,898.78583,410,TRUE,TRUE,TRUE,100.0,99.9,32.3,74.4,100.0,44990,0,0,0,0,85776,132827,0,0,77565,84043,42516,55453,0,86197,1.5038089531250400
418,16574,5.013,757.5741,DG 45:8,[M+Na]+,TRUE,12.9,757.5741,420,TRUE,TRUE,TRUE,100.0,99.7,6.0,75.0,100.0,4386482,1731706,0,1707403,1504985,3611931,1467600,1663842,1767414,1554330,4208242,1855249,1725652,1627320,1647381,1.5042660642527800
26572,23036,11.578,974.91559,w/o MS2:TG 8:0_13:0_38:2,[M+H]+,TRUE,16.24,974.91101,530,TRUE,TRUE,FALSE,98.0,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5049641142910800
24199,26956,5.89,1602.14954,w/o MS2:RIKEN P-VS1 ID-21054 from Mouse_Brain_fat1TG_N_w6rich,[M+H]+,FALSE,9.92,1602.14575,530,TRUE,TRUE,FALSE,93.1,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,353025,0,0,1.5061352557265100
11992,11927,2.387,576.3291,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,441402,416368,33364,434891,336501,405127,405323,37516,437145,235963,428176,438815,344445,459340,328056,1.5064848641835400
6697,4604,0.762,306.29132,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,3357926,4003136,3628604,3923047,2899907,3454382,3959642,3568325,3779393,2805489,3393064,3908079,3519829,3908998,2979764,1.5075282707373500
23933,25724,5.638,1448.05237,w/o MS2:RIKEN P-VS1 ID-19924 from Mouse_AdrenalGlands_WT_N_Ctr,[M+H]+,FALSE,9.62,1448.04736,530,TRUE,TRUE,FALSE,88.2,99.9,,,,0,0,0,148434,0,0,0,0,149402,0,0,0,0,159203,0,1.50779641725661
23206,18450,5.444,813.54517,w/o MS2:RIKEN P-VS1 ID-11899 from Mouse_Muscle_WT_CTX5_Ctr,[M+H]+,FALSE,8.61,813.54321,530,TRUE,TRUE,FALSE,98.1,100.0,,,,0,0,4675,90039,0,0,4765,0,0,0,0,0,8091,92043,0,1.5078055421194200
1318,19303,5.421,838.56189,PS 40:5|PS 18:0_22:5,[M+H]+,TRUE,8.54,838.55933,410,TRUE,TRUE,TRUE,100.0,100.0,76.9,75.8,100.0,9765768,584249,3871572,465986,0,10052926,875870,4292880,388956,0,10029436,729799,4626131,385623,0,1.5086374654467200
18424,26866,6.109,1591.24097,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,1584493,0,25128,0,0,0,0,0,0,0,1805999,0,24499,1.5088669584918500
438,17408,5.858,783.57257,DG 47:9,[M+Na]+,TRUE,12.89,783.58978,420,TRUE,TRUE,TRUE,89.6,99.7,43.1,75.0,100.0,8752303,5077924,7146512,7775109,8520761,8544066,5391500,6466304,7032896,8547028,8685080,5018173,7281586,7179955,399886,1.5089037076548300
24811,16365,11.299,750.56091,w/o MS2:RIKEN P-VS1 ID-9358 from Mouse_Feces_WT_N_Ctr,[M+H]+,FALSE,9.03,750.5647,530,TRUE,TRUE,FALSE,93.1,100.0,,,,0,0,0,158909,0,0,0,0,0,0,0,0,0,183390,152226,1.5090572643292000
1436,21183,9.721,897.75092,RIKEN P-VS1 ID-15094 from Cell_HeLa_WT_N_Ctr,[M+H]+,TRUE,15.27,897.75671,430,TRUE,TRUE,TRUE,74.5,99.8,89.8,26.3,50.0,0,1435568,205760,0,0,0,1408872,0,0,0,0,1442260,199539,0,0,1.5104462792357300
633,10457,1.553,518.3222,LPC 16:0,[M+Na]+,TRUE,6.21,518.32172,410,TRUE,TRUE,TRUE,100.0,99.9,90.6,95.6,100.0,1019684,1092328,4597724,210354,20598712,1117929,1265650,89311,196775,1820018,1061627,1121356,3925566,16533,1789322,1.5106515827586100
5892,3701,5.28,271.31244,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,4112818,1599097,1351442,1539582,1378351,4274072,1852383,1599206,1454319,1413223,3694611,1733661,1590469,1662220,1424973,1.5110801317508100
18248,26621,5.733,1563.21582,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512097608537450
24221,27074,5.84,1618.17456,w/o MS2:RIKEN P-VS1 ID-21136 from Mouse_AdrenalGlands_fads2KO_N_Ctr,[M+NH4]+,FALSE,9.44,1618.17749,530,TRUE,TRUE,FALSE,95.8,99.9,,,,0,0,329188,29205,0,0,0,328034,23540,126478,0,0,248543,44598,151257,1.5146617309972500
997,15449,5.906,718.56818,PC O-32:1,[M+H]+,TRUE,9.71,718.57452,420,TRUE,TRUE,TRUE,96.8,99.9,80.8,84.6,100.0,0,0,0,118368,0,0,0,0,0,0,0,0,0,0,0,1.5146827375867200
25106,11047,1.57,540.37653,w/o MS2:SL 12:1;O/18:3,[M+NH4]+,TRUE,6.94,540.3717,530,TRUE,TRUE,FALSE,90.5,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515495017473940
42,15252,4.434,710.61823,1_SM d18:1/16:1-d9_ISTD_[M+H]+,[M+H]+,TRUE,4.47,710.6153,annotated by user-defined text library,TRUE,TRUE,FALSE,98.1,96.2,,,,15083242,11409297,10974743,11397275,9540907,14855751,12029253,11221670,11510978,9493001,15064540,11970611,11346595,11145893,9802736,1.5159476908276400
26194,4566,0.8,304.29044,w/o MS2:SPB 17:0;3O,[M+H]+,FALSE,5.82,304.28461,530,TRUE,TRUE,FALSE,84.4,99.9,,,,445963,466756,409961,462772,164600,430898,493980,416302,422745,201080,431982,451430,425885,436350,205700,1.5167656978536700
21116,16807,11.462,764.57367,w/o MS2:HexCer 16:1;3O/22:3;(2OH),[M+H]+,FALSE,8.66,764.56708,530,TRUE,TRUE,FALSE,80.5,99.9,,,,0,0,0,0,0,227193,248133,0,151559,0,227653,0,0,0,0,1.5189542246085100
639,10269,1.821,510.35718,LPC 17:0/0:0,[M+H]+,TRUE,6.4,510.35541,410,TRUE,TRUE,TRUE,100.0,99.9,73.7,93.4,100.0,0,204588,689093,13764,413715,0,195907,685399,0,414066,0,217592,726490,10702,405710,1.5189685805008600
20464,16331,6.743,749.51013,w/o MS2:DG 45:12,[M+Na]+,FALSE,10.77,749.51147,530,TRUE,TRUE,FALSE,99.1,99.9,,,,0,0,0,42367,0,0,0,0,42709,0,0,0,0,46331,0,1.5209206314226100
1073,17791,6.096,794.60852,PC O-38:5,[M+H]+,TRUE,10.16,794.60577,420,TRUE,TRUE,TRUE,100.0,99.9,81.4,86.6,100.0,0,19002636,15456796,7709360,1378635,0,17860504,15866354,7937473,1422962,0,17515832,15344091,8168690,1371165,1.5222858142557700
17684,25767,5.456,1456.073,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,93112,259272,0,0,0,0,191132,0,0,0,0,17327,0,0,1.523902990425940
1930,19668,9.985,848.77014,TG 50:2|TG 16:0_16:1_18:1,[M+NH4]+,TRUE,14.3,848.7702,410,TRUE,TRUE,TRUE,100.0,99.9,72.8,90.2,100.0,0,0,10504597,793062976,0,0,0,10968922,0,0,0,0,10798785,0,0,1.525470834801540
12181,12242,10.974,589.5188,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,981925,146693,1588998,33419,0,1116609,136731,1681926,0,0,1053677,152938,1514852,32006,1.5258378998615400
24894,17244,9.534,778.63623,w/o MS2:SE 24:1;O4/26:5,[M+Na]+,TRUE,12.32,778.6344,530,TRUE,TRUE,FALSE,61.5,100.0,,,,1118867,1014195,1119677,628185,1045859,1195220,1079840,1104169,603621,1116723,1115720,1065333,1150756,622932,1051340,1.5260839587778200
19649,12714,11.006,608.5658,w/o MS2:Cer 12:1;3O/26:0;(2OH),[M+H]+,FALSE,10.57,608.56122,530,TRUE,TRUE,FALSE,90.1,100.0,,,,117798,156050,118573,171108,120973,111225,205860,128975,174270,114653,120477,145655,119365,183317,111320,1.5262070813439600
19763,8474,0.601,442.33893,w/o MS2:Cer 12:2;2O/16:4;O,[M+NH4]+,FALSE,6.04,442.3316,530,TRUE,TRUE,FALSE,76.5,99.9,,,,210648,237545,208442,447245,211742,214368,225856,199693,419141,220507,188292,240811,214670,460469,211365,1.5272136084199900
21041,22784,9.383,960.85834,w/o MS2:HexCer 16:0;2O/38:2,[M+H]+,FALSE,13.91,960.85901,530,TRUE,TRUE,FALSE,99.8,99.9,,,,0,233361,30844,388873,0,0,223135,23619,392455,0,0,233266,31113,415329,0,1.527927034961110
26649,16808,9.463,764.57489,w/o MS2:TG 8:0_15:3_22:6,[M+H]+,FALSE,11.56,764.5824,530,TRUE,TRUE,FALSE,75.4,100.0,,,,0,0,0,0,0,173235,0,0,0,117601,0,0,0,0,0,1.528246086906810
1082,17508,4.944,786.52716,PC O-38:9,[M+H]+,TRUE,8.78,786.54321,420,TRUE,TRUE,TRUE,78.0,99.9,20.4,79.1,100.0,0,0,602111,21218,0,160370,0,521302,0,0,211841,0,539955,0,0,1.529225800763190
27230,20937,10.25,888.80078,w/o MS2:TG 8:0_9:0_36:3,[M+H]+,FALSE,14.53,888.80151,530,TRUE,TRUE,FALSE,99.7,99.9,,,,0,5236874,1700681,6046234,181751,0,5209545,1698058,6567952,194127,0,5354672,1712503,6417595,1030439,1.5292631681325900
16809,24420,12.058,1144.13,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,15092,0,17886,0,0,13119,0,18875,0,0,12721,0,18327,0,1.5297098040846100
2211,23234,12.175,988.92645,TG 60:2|TG 24:0_18:1_18:1,[M+NH4]+,TRUE,16.53,988.9267,410,TRUE,TRUE,TRUE,100.0,99.9,38.0,89.7,100.0,28563,382680,93629,626811,61505,22979,450867,100710,718515,56811,20942,425255,109174,621929,66120,1.5298159727651700
25578,20410,8.965,872.77808,w/o MS2:SL 16:0;O/36:0;O,[M+Na]+,FALSE,14.28,872.7735,530,TRUE,TRUE,FALSE,90.1,99.9,,,,0,0,0,0,0,0,0,0,73121,0,28820,0,0,75240,0,1.5309769872612900
17982,26208,5.396,1517.14185,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5323411886331500
2145,22059,10.383,927.74298,TG 56:7|TG 18:1_18:2_20:4,[M+Na]+,TRUE,14.17,927.74121,410,TRUE,TRUE,TRUE,100.0,99.9,72.6,74.9,100.0,0,0,0,1835782,0,0,0,0,0,0,0,0,185024,0,0,1.5336276974436400
906,18968,4.634,828.55518,PC 38:6,[M+Na]+,TRUE,8.82,828.55139,420,TRUE,TRUE,TRUE,100.0,99.9,81.9,92.5,100.0,0,28122,51278,0,17605,0,28012,63377,0,20060,0,0,59760,23753,20561,1.5338177006642100
2454,138,12.235,125.10751,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,170254,0,0,0,0,0,166569,0,0,168597,99951,0,1.5371122463852700
9701,8370,2.38,438.37943,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,217442,0,0,0,0,188907,0,0,0,0,185478,1.5375610903837800
13531,15035,12.643,702.86365,Unknown,[M+2H]2+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,1282094,1298340,1321215,1227132,1280537,1271652,1329786,1326772,1226090,1324330,1298986,1287521,1148475,1246933,1328587,1.5385579382572100
788,15495,5.486,720.55579,PC 31:0|PC 15:0_16:0,[M+H]+,TRUE,9.24,720.55377,410,TRUE,TRUE,TRUE,100.0,100.0,84.1,71.8,100.0,172256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5397432212721400
27148,21370,10.451,902.82355,w/o MS2:TG 8:0_8:0_38:3,[M+H]+,FALSE,14.66,902.81708,530,TRUE,TRUE,FALSE,81.1,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541594818005580
11405,10920,10.579,535.47192,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,181470,37021,461262,0,0,180497,45022,497897,0,0,167548,49776,531776,0,1.5419084847861100
27009,18858,9.853,824.76935,w/o MS2:TG 8:0_8:0_32:0,[M+NH4]+,TRUE,14.58,824.7702,530,TRUE,TRUE,FALSE,99.9,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542164263289880
17871,26033,6.021,1496.10437,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,560001,66656,587625,0,0,555381,47359,793882,0,0,480535,40068,655484,0,0,1.5423168572548500
17922,26108,5.543,1506.13049,Unknown,[M+2H]2+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.542623659357780
1829,16500,10.029,754.69147,TG 43:0|TG 12:0_15:0_16:0,[M+NH4]+,TRUE,13.86,754.69189,410,TRUE,TRUE,TRUE,100.0,99.9,33.7,92.7,100.0,0,404723,41509,344977,0,0,429604,33614,288457,0,0,414628,45087,391851,0,1.5434829291207300
46,18781,7.053,822.74463,1_SM d18:1/24:1-d9_ISTD_[M+H]+,[M+H]+,TRUE,7.09,822.74127,annotated by user-defined text library,TRUE,TRUE,FALSE,96.6,93.2,,,,14507233,6197904,5587656,5575848,5535694,15393600,6075002,6021339,5592634,5393903,14452645,6158541,6184688,5664246,5158281,1.543613724057790
19630,11998,10.634,578.52222,w/o MS2:Cer 12:1;3O/24:1;(2OH),[M+H]+,FALSE,9.04,578.51428,530,TRUE,TRUE,FALSE,73.0,100.0,,,,0,0,0,2038809,0,0,0,0,0,573556,0,118826,0,0,0,1.5442705248227600
23287,19132,6.541,833.6676,w/o MS2:RIKEN P-VS1 ID-12744 from Mouse_Brain_WT_N_F1DHA,[M+H]+,FALSE,12.47,833.66479,530,TRUE,TRUE,FALSE,96.1,99.8,,,,0,0,160193,0,0,259314,0,157997,0,0,287465,0,133748,0,0,1.5465432862854500
10741,9873,1.955,495.32376,Unknown,[M+Na]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,1318963,1370701,1144843,1332996,881682,1181130,1326949,1280043,1300647,881360,1048523,1361068,1149208,1306687,914606,1.5469085809406500
1763,18384,6.458,811.67255,SM 42:3;2O|SM 18:2;2O/24:1,[M+H]+,TRUE,11.22,811.66882,410,TRUE,TRUE,TRUE,100.0,99.9,76.6,85.5,100.0,5361021,2637843,1903221,1593170,4936006,5308992,2361384,1932750,1579160,4900500,5439899,2326000,1922108,1566996,5204330,1.5471705245205700
7046,4994,3.866,321.31485,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,50542,67394,38188,201092,18464,61815,89757,0,204666,0,0,82395,39742,198055,1.5476211290037200
19406,11003,1.255,538.45941,w/o MS2:Cer 12:0;2O/24:6,[M+H]+,TRUE,8.6,538.46191,530,TRUE,TRUE,FALSE,96.2,99.7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54765600042047
17795,25925,5.707,1481.14832,Unknown,[M+Na]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548694690919770
12677,13117,9.708,625.5188,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,8957,55017,91496,129737,0,0,42445,87733,19485,0,0,47542,97041,0,0,1.5499199885046900
2067,21290,10.117,900.80042,TG 54:4|TG 16:0_18:0_20:4,[M+NH4]+,TRUE,14.56,900.80151,410,TRUE,TRUE,TRUE,100.0,99.9,42.6,85.7,100.0,0,0,8089572,5885574,0,0,0,7850943,0,0,0,13480258,8753229,0,0,1.5502081971679100
1995,20476,10.204,874.78473,TG 52:3|TG 16:0_18:1_18:2,[M+NH4]+,TRUE,14.42,874.78583,410,TRUE,TRUE,TRUE,100.0,99.9,73.4,92.2,100.0,3832438,12558213,59724800,0,9843985,255361,12034720,58294068,0,9994768,3775221,12742752,59227496,0,9212174,1.5503731094592400
22893,18763,5.114,822.52399,w/o MS2:PS 37:3,[M+NH4]+,FALSE,8.42,822.52557,530,TRUE,TRUE,FALSE,98.7,99.9,,,,102754,168962,0,0,0,335491,0,0,0,0,291629,0,0,0,0,1.5509127678970400
993,15082,6.275,704.56128,PC O-31:1,[M+H]+,TRUE,9.27,704.5589,420,TRUE,TRUE,TRUE,97.3,99.9,73.5,75.0,100.0,0,126490,339357,0,0,0,132753,302896,0,0,0,119650,349273,0,0,1.5512067363527200
23,9262,1.956,473.34134,1_LPE 17:0-d5_ISTD_[M+H]+,[M+H]+,TRUE,1.98,473.33728,annotated by user-defined text library,TRUE,TRUE,FALSE,98.0,98.7,,,,5981844,6411624,5491682,5833911,3972910,5574414,6322594,5962422,5737354,3860196,5321400,6193144,5539178,5790494,4060611,1.551432164286420
24914,19327,12.644,838.83875,w/o MS2:SE 28:1/29:0,[M+2H]2+,TRUE,17.11,838.83752,530,TRUE,TRUE,FALSE,99.8,99.9,,,,877965,874882,876083,851389,872243,846866,866496,887855,782191,833496,822488,842936,759878,810411,894038,1.5517729905206400
890,18568,7.109,816.64728,PC 38:1|PC 18:0_20:1,[M+H]+,TRUE,11.97,816.64771,410,TRUE,TRUE,TRUE,100.0,99.9,69.9,62.7,100.0,16717248,65677,1295318,0,0,17488540,58936,1378849,32294,0,17052926,0,1345627,0,0,1.5524395917325900
3646,1368,5.363,186.05807,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,6699100,5798290,4626876,5559625,5552869,6344389,5498492,4351576,5738852,5702538,6859788,5711377,4530586,5413848,5699786,1.5528472560459800
25269,15723,3.811,728.58893,w/o MS2:SL 12:1;O/30:1;O,[M+H]+,TRUE,11.8,728.58569,530,TRUE,TRUE,FALSE,97.6,99.7,,,,0,0,0,0,13586,0,0,0,10208,21451,0,0,0,0,0,1.5531403849208600
12693,13140,7.321,626.63818,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,977118,780690,676807,846834,576355,997623,768636,640981,822804,580846,962976,806022,650346,781582,601370,1.5534087485514900
1667,16521,5.836,755.60315,SM 36:0;2O,[M+Na]+,TRUE,10.38,755.6037,420,TRUE,TRUE,TRUE,100.0,99.9,81.2,92.9,100.0,1717330,0,0,0,208010,1925719,374866,0,0,208260,1771051,369208,0,0,190053,1.5540417441484200
17619,25676,5.627,1433.07678,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,54092,0,0,0,0,57052,0,0,0,0,51630,0,1.5543292073757300
11818,11641,0.895,564.32141,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,134956,132169,139865,124383,52065,147452,139629,137435,142956,56545,136688,147261,134964,124703,54888,1.5544194602643500
27100,20652,10.11,879.7406,w/o MS2:TG 8:0_8:0_36:3,[M+H]+,FALSE,14.43,879.74121,530,TRUE,TRUE,FALSE,99.8,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5546884388388800
946,19101,4.854,832.58862,PC 40:7,[M+H]+,TRUE,9.06,832.58508,420,TRUE,TRUE,TRUE,88.8,99.9,70.1,61.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5554049173090400
842,18413,6.682,812.6192,PC 36:0,[M+Na]+,TRUE,11.5,812.61401,420,TRUE,TRUE,TRUE,100.0,99.9,65.3,92.5,100.0,175675,0,174815,0,0,181764,34188,175557,0,0,162026,0,858418,0,0,1.555729572090640
26235,6084,2.386,360.35226,w/o MS2:SPB 21:0;3O,[M+H]+,TRUE,7.1,360.3472,530,TRUE,TRUE,FALSE,88.0,99.9,,,,479394,505599,452614,510598,379894,441268,545980,385312,481731,291122,420471,435699,428728,458430,309703,1.5574948216713200
111,840,0.428,162.11261,Carnitine,[M+H]+,TRUE,0.76,162.11247,430,TRUE,TRUE,TRUE,83.0,100.0,51.5,96.3,100.0,954072,12149448,923500,21620778,36984072,966049,12313003,961776,22464988,38158488,927167,12341776,896494,21850022,37373732,1.5576959432280700
26735,23725,11.334,1036.92578,w/o MS2:TG 8:0_18:0_38:6,[M+H]+,FALSE,15.88,1036.92676,530,TRUE,TRUE,FALSE,99.5,99.9,,,,0,0,90201,0,25979,0,0,0,0,0,0,0,0,0,0,1.5579228882835700
24463,11279,11.093,549.48724,w/o MS2:RIKEN P-VS1 ID-4968 from Cell_HEK293_WT_N_Ctr,[M+H]+,FALSE,11.34,549.47961,530,TRUE,TRUE,FALSE,74.7,100.0,,,,0,2358832,386937,1018969,54378,0,2772414,253820,1084410,0,8345,2444782,331988,1183099,0,1.5589680803548800
1502,26542,5.955,1554.15417,RIKEN P-VS1 ID-20661 from Mouse_BAT_fads2KO_N_Ctr,[M+H]+,TRUE,10.04,1554.14636,430,TRUE,TRUE,TRUE,73.5,99.9,77.7,45.1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5613905104143100
17662,25736,5.738,1450.06604,Unknown,[M+H]+,FALSE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,0,0,0,0,78602,0,0,0,0,0,0,0,0,1.5627530504175600
2049,21484,10.895,906.85107,TG 54:1|TG 18:0_18:0_18:1,[M+NH4]+,TRUE,15.37,906.84839,410,TRUE,TRUE,TRUE,100.0,99.9,35.1,84.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5628630201057300
27375,11536,3.234,559.45276,w/o MS2:VAE 19:4,[M+Na]+,FALSE,11.8,559.45099,530,TRUE,TRUE,FALSE,98.4,99.6,,,,33248,31120,29194,33839,37131,27235,30270,30028,36218,39175,30998,35521,25991,38723,37608,1.5650213289012800
500,14102,6.488,666.64215,DG O-39:2|DG O-23:1_16:1,[M+NH4]+,TRUE,13.26,666.63953,410,TRUE,TRUE,TRUE,100.0,99.8,41.2,68.1,100.0,92763,0,0,0,0,52846,0,0,0,0,97891,0,0,0,0,1.5656834798928700
22123,12542,2.137,602.37335,w/o MS2:PC 21:0,[M+H]+,TRUE,6.79,602.37921,530,TRUE,TRUE,FALSE,88.4,99.9,,,,664699,704130,622733,642670,379901,654707,708043,653721,656629,376180,667875,730736,647287,616081,355585,1.5670104075817800
11392,10879,1.557,534.29651,Unknown,[M+2H]2+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,28717,30398,234398,9212,1066349,5656,31246,266992,0,1060890,31130,27749,182651,0,1026826,1.5675884778565100
24124,26625,5.201,1564.13672,w/o MS2:RIKEN P-VS1 ID-20742 from Mouse_BAT_fads2KO_N_Ctr,[M+H]+,TRUE,8.8,1564.13013,530,TRUE,TRUE,FALSE,98.5,99.9,,,,0,0,0,0,0,0,0,0,0,0,0,174941,0,0,0,1.5683470325996900
18573,27067,10.033,1617.40234,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,0,0,21693,169605,0,0,0,38547,154036,36369,0,0,35119,143697,16186,1.5687222544510300
21869,12785,6.528,611.54303,w/o MS2:NAGly 8:0;O(FA 26:1),[M+H]+,FALSE,9.13,611.53571,530,TRUE,TRUE,FALSE,76.5,100.0,,,,0,0,0,0,0,0,256605,0,0,0,0,0,60558,0,0,1.5697646829556100
14286,16964,4.349,769.47949,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,176995,214290,182735,130238,146369,213915,227498,193810,129790,147352,195479,206701,166614,120568,149431,1.5701457834407600
24092,26491,5.351,1548.13416,w/o MS2:RIKEN P-VS1 ID-20609 from Mouse_SmallIntestine_fads2KO_N_Ctr,[M+H]+,FALSE,9.2,1548.13708,530,TRUE,TRUE,FALSE,95.8,99.9,,,,0,31093,515967,110511,0,0,30678,509931,0,0,0,0,527115,127548,0,1.5702741688158700
1172,16873,5.864,766.5401,PE 38:5|PE 16:0_22:5,[M+H]+,TRUE,9.39,766.53809,410,TRUE,TRUE,TRUE,100.0,99.9,51.9,74.6,100.0,3877531,4902144,6983264,810874,185980,4067373,4883186,7775832,433772,176719,3865485,3841724,6979508,909114,175589,1.570492120381750
20973,17310,6.116,780.63733,w/o MS2:HexCer 16:0;2O/24:2;O,[M+H]+,FALSE,10.84,780.63483,530,TRUE,TRUE,FALSE,96.9,99.9,,,,87631,0,0,0,0,0,0,0,0,0,89650,7118,0,0,0,1.5716167407214200
21454,10510,0.451,520.33319,w/o MS2:LPC 18:2,[M+NH4]+,FALSE,5.97,520.33978,530,TRUE,TRUE,FALSE,80.5,99.8,,,,61903,78399,86296,258134,140635,65839,79164,100407,260844,145433,58347,68075,83497,246071,126069,1.5716448300212700
18999,21532,7.752,908.63641,w/o MS2:BMP 17:0_28:7,[M+H]+,FALSE,10.63,908.63751,530,TRUE,TRUE,FALSE,99.4,100.0,,,,210530,0,0,0,0,194843,0,0,0,0,203849,0,0,0,0,1.5723040053949900
1259,17234,6.35,778.5766,PE P-40:5|PE P-18:1_22:4,[M+H]+,TRUE,10.81,778.57452,410,TRUE,TRUE,TRUE,100.0,99.9,82.5,93.9,100.0,8298796,1736832,3054721,938799,80159,3703472,1771471,3404996,919494,0,8436212,1716975,3388542,851847,86340,1.5730171951806800
13103,14014,2.128,664.34882,Unknown,[M+H]+,TRUE,,,999,FALSE,FALSE,FALSE,,,,,,275794,288899,237565,267028,161711,274609,283645,197474,265026,150408,286628,305192,237358,275952,145691,1.5736412398821700
