,position name,Library,Id,Mass,Lib MW,InLib,MF,Prob(%),Name,Formula,CAS,InChIKey,VIP
0,#63 169.0000@14.3798 MS1+,"51    replib
Name: Library, dtype: object","51    32907.0
Name: Id, dtype: float64","51    226.175
Name: Mass, dtype: float64","51    226.0
Name: Lib MW, dtype: float64","51   -315.0
Name: InLib, dtype: float64","51    820.0
Name: MF, dtype: float64","51    58.5
Name: Prob(%), dtype: float64","51    Cyclohexene, 3-butyl-1-trimethylsilyloxy-
Name: Name, dtype: object","51    C13H26OSi
Name: Formula, dtype: object","51    56745701.0
Name: CAS, dtype: float64","51    FWONKCRAJNZDNC-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.7743262570735514
1,#40 245.0000@7.7854 MS1+,"32    replib
Name: Library, dtype: object","32    39826.0
Name: Id, dtype: float64","32    260.09
Name: Mass, dtype: float64","32    260.0
Name: Lib MW, dtype: float64","32    312.0
Name: InLib, dtype: float64","32    932.0
Name: MF, dtype: float64","32    91.4
Name: Prob(%), dtype: float64","32    2-Butenedioic acid, (E)-, 2TMS derivative
Name: Name, dtype: object","32    C10H20O4Si2
Name: Formula, dtype: object","32    17962037.0
Name: CAS, dtype: float64","32    OITVFMRNHJZOHF-BQYQJAHWSA-N
Name: InChIKey, dtype: object",1.711763670238439
2,#10 147.0000@8.6664 MS1+,"7    replib
Name: Library, dtype: object","7    12361.0
Name: Id, dtype: float64","7    350.14
Name: Mass, dtype: float64","7    350.0
Name: Lib MW, dtype: float64","7    562.0
Name: InLib, dtype: float64","7    934.0
Name: MF, dtype: float64","7    92.7
Name: Prob(%), dtype: float64","7    Malic acid, 3TMS derivative
Name: Name, dtype: object","7    C13H30O5Si3
Name: Formula, dtype: object","7    38166119.0
Name: CAS, dtype: float64","7    QCOBWZRPFJZHGU-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.659809260342651
3,#80 103.0000@12.3943 MS1+,"61    mainlib
Name: Library, dtype: object","61    49582.0
Name: Id, dtype: float64","61    606.248
Name: Mass, dtype: float64","61    606.0
Name: Lib MW, dtype: float64","61   -101.0
Name: InLib, dtype: float64","61    836.0
Name: MF, dtype: float64","61    87.9
Name: Prob(%), dtype: float64","61    Phosphoric acid, bis[2,3-bis[(trimethylsilyl)o...
Name: Name, dtype: object","61    C21H55O8PSi5
Name: Formula, dtype: object","61    32046289.0
Name: CAS, dtype: float64","61    OABPYCCCPPLWNE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.649102804890016
4,#55 99.0000@7.7236 MS1+,"44    replib
Name: Library, dtype: object","44    39613.0
Name: Id, dtype: float64","44    256.106
Name: Mass, dtype: float64","44    256.0
Name: Lib MW, dtype: float64","44    178.0
Name: InLib, dtype: float64","44    861.0
Name: MF, dtype: float64","44    57.9
Name: Prob(%), dtype: float64","44    Uracil, 2TMS derivative
Name: Name, dtype: object","44    C10H20N2O2Si2
Name: Formula, dtype: object","44    10457144.0
Name: CAS, dtype: float64","44    FSBNTQRWSOTNEW-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.6294653317545276
5,#25 86.0000@6.6192 MS1+,"20    mainlib
Name: Library, dtype: object","20    69815.0
Name: Id, dtype: float64","20    203.134
Name: Mass, dtype: float64","20    203.0
Name: Lib MW, dtype: float64","20    178.0
Name: InLib, dtype: float64","20    917.0
Name: MF, dtype: float64","20    40.0
Name: Prob(%), dtype: float64","20    L-Isoleucine, TMS derivative
Name: Name, dtype: object","20    C9H21NO2Si
Name: Formula, dtype: object","20    0.0
Name: CAS, dtype: float64","20    ZBVUZZNOZGCJIE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.6219857625546708
6,#20 147.0000@10.2697 MS1+,"16    replib
Name: Library, dtype: object","16    12802.0
Name: Id, dtype: float64","16    460.172
Name: Mass, dtype: float64","16    460.0
Name: Lib MW, dtype: float64","16   -110.0
Name: InLib, dtype: float64","16    864.0
Name: MF, dtype: float64","16    80.2
Name: Prob(%), dtype: float64","16    Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(...
Name: Name, dtype: object","16    C15H41O6PSi4
Name: Formula, dtype: object","16    31038116.0
Name: CAS, dtype: float64","16    OSNKBCBCOYHYNF-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.5911388777698656
7,#57 241.0000@7.8638 MS1+,"46    mainlib
Name: Library, dtype: object","46    258116.0
Name: Id, dtype: float64","46    256.106
Name: Mass, dtype: float64","46    256.0
Name: Lib MW, dtype: float64","46    327.0
Name: InLib, dtype: float64","46    904.0
Name: MF, dtype: float64","46    87.1
Name: Prob(%), dtype: float64","46    2,5-Bis((trimethylsilyl)oxy)pyrazine
Name: Name, dtype: object","46    C10H20N2O2Si2
Name: Formula, dtype: object","46    362516094.0
Name: CAS, dtype: float64","46    RJVSLZFJMXAFGR-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.589110470308914
8,#71 160.0000@8.2999 MS1+,"55    mainlib
Name: Library, dtype: object","55    51431.0
Name: Id, dtype: float64","55    277.117
Name: Mass, dtype: float64","55    277.0
Name: Lib MW, dtype: float64","55    454.0
Name: InLib, dtype: float64","55    885.0
Name: MF, dtype: float64","55    94.3
Name: Prob(%), dtype: float64","55    L-Aspartic acid, 2TMS derivative
Name: Name, dtype: object","55    C10H23NO4Si2
Name: Formula, dtype: object","55    0.0
Name: CAS, dtype: float64","55    UTGZLLJGNUQPMX-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.5288551081223472
9,#73 147.0000@13.4184 MS1+,"56    replib
Name: Library, dtype: object","56    12745.0
Name: Id, dtype: float64","56    764.306
Name: Mass, dtype: float64","56    764.0
Name: Lib MW, dtype: float64","56    146.0
Name: InLib, dtype: float64","56    891.0
Name: MF, dtype: float64","56    45.4
Name: Prob(%), dtype: float64","56    Myo-Inositol, 1,3,4,5,6-pentakis-O-(trimethyls...
Name: Name, dtype: object","56    C27H69O9PSi7
Name: Formula, dtype: object","56    33910064.0
Name: CAS, dtype: float64","56    WOZUKLPEHGPIJE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.4663463401926065
10,#19 218.0000@11.2663 MS1+,"15    replib
Name: Library, dtype: object","15    38130.0
Name: Id, dtype: float64","15    397.192
Name: Mass, dtype: float64","15    397.0
Name: Lib MW, dtype: float64","15    216.0
Name: InLib, dtype: float64","15    914.0
Name: MF, dtype: float64","15    80.3
Name: Prob(%), dtype: float64","15    L-Tyrosine, 3TMS derivative
Name: Name, dtype: object","15    C18H35NO3Si3
Name: Formula, dtype: object","15    51220736.0
Name: CAS, dtype: float64","15    WMWBCQXPKSQMOK-KRWDZBQOSA-N
Name: InChIKey, dtype: object",1.462697211371745
