,position name,Library,Id,Mass,Lib MW,InLib,MF,Prob(%),Name,Formula,CAS,InChIKey,VIP
0,#70 120.0000@9.1730 MS1+,"54    mainlib
Name: Library, dtype: object","54    125524.0
Name: Id, dtype: float64","54    237.119
Name: Mass, dtype: float64","54    237.0
Name: Lib MW, dtype: float64","54    490.0
Name: InLib, dtype: float64","54    936.0
Name: MF, dtype: float64","54    84.8
Name: Prob(%), dtype: float64","54    DL-Phenylalanine, TMS derivative
Name: Name, dtype: object","54    C12H19NO2Si
Name: Formula, dtype: object","54    2899425.0
Name: CAS, dtype: float64","54    NBXFAHHUVWSAFQ-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.0125334651790263
1,#76 258.0000@13.2724 MS1+,"59    mainlib
Name: Library, dtype: object","59    53310.0
Name: Id, dtype: float64","59    367.2
Name: Mass, dtype: float64","59    367.0
Name: Lib MW, dtype: float64","59   -243.0
Name: InLib, dtype: float64","59    800.0
Name: MF, dtype: float64","59    70.9
Name: Prob(%), dtype: float64","59    (2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(t...
Name: Name, dtype: object","59    C18H33NO3Si2
Name: Formula, dtype: object","59    0.0
Name: CAS, dtype: float64","59    CJNLPYYSUOWXGU-MVKOLZDDSA-N
Name: InChIKey, dtype: object",1.0593246415550532
2,#26 87.0000@7.6687 MS1+,"21    replib
Name: Library, dtype: object","21    13009.0
Name: Id, dtype: float64","21    186.162
Name: Mass, dtype: float64","21    186.0
Name: Lib MW, dtype: float64","21    189.0
Name: InLib, dtype: float64","21    941.0
Name: MF, dtype: float64","21    43.7
Name: Prob(%), dtype: float64","21    Decanoic acid, methyl ester
Name: Name, dtype: object","21    C11H22O2
Name: Formula, dtype: object","21    110429.0
Name: CAS, dtype: float64","21    YRHYCMZPEVDGFQ-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.085424184409823
3,#92 103.0000@10.0707 MS1+,"68    replib
Name: Library, dtype: object","68    12069.0
Name: Id, dtype: float64","68    512.266
Name: Mass, dtype: float64","68    512.0
Name: Lib MW, dtype: float64","68   -359.0
Name: InLib, dtype: float64","68    833.0
Name: MF, dtype: float64","68    22.1
Name: Prob(%), dtype: float64","68    Adonitol, 5TMS
Name: Name, dtype: object","68    C20H52O5Si5
Name: Formula, dtype: object","68    32381536.0
Name: CAS, dtype: float64","68    SUZLPERYXSOGNY-ACDBMABISA-N
Name: InChIKey, dtype: object",1.0881261366828194
4,#44 87.0000@13.1038 MS1+,"35    replib
Name: Library, dtype: object","35    13002.0
Name: Id, dtype: float64","35    228.209
Name: Mass, dtype: float64","35    228.0
Name: Lib MW, dtype: float64","35    103.0
Name: InLib, dtype: float64","35    915.0
Name: MF, dtype: float64","35    24.4
Name: Prob(%), dtype: float64","35    Tridecanoic acid, methyl ester
Name: Name, dtype: object","35    C14H28O2
Name: Formula, dtype: object","35    1731880.0
Name: CAS, dtype: float64","35    JNDDPBOKWCBQSM-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.0941372051232323
5,#28 87.0000@11.2330 MS1+,"23    replib
Name: Library, dtype: object","23    13025.0
Name: Id, dtype: float64","23    214.193
Name: Mass, dtype: float64","23    214.0
Name: Lib MW, dtype: float64","23    165.0
Name: InLib, dtype: float64","23    943.0
Name: MF, dtype: float64","23    28.6
Name: Prob(%), dtype: float64","23    Dodecanoic acid, methyl ester
Name: Name, dtype: object","23    C13H26O2
Name: Formula, dtype: object","23    111820.0
Name: CAS, dtype: float64","23    UQDUPQYQJKYHQI-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.1097705278059842
6,#56 87.0000@16.2055 MS1+,"45    replib
Name: Library, dtype: object","45    12999.0
Name: Id, dtype: float64","45    200.178
Name: Mass, dtype: float64","45    200.0
Name: Lib MW, dtype: float64","45   -168.0
Name: InLib, dtype: float64","45    885.0
Name: MF, dtype: float64","45    31.3
Name: Prob(%), dtype: float64","45    Undecanoic acid, methyl ester
Name: Name, dtype: object","45    C12H24O2
Name: Formula, dtype: object","45    1731868.0
Name: CAS, dtype: float64","45    XPQPWPZFBULGKT-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.1154663891119458
7,#45 147.0000@8.5743 MS1+,"36    replib
Name: Library, dtype: object","36    12348.0
Name: Id, dtype: float64","36    335.14
Name: Mass, dtype: float64","36    335.0
Name: Lib MW, dtype: float64","36   -110.0
Name: InLib, dtype: float64","36    866.0
Name: MF, dtype: float64","36    83.0
Name: Prob(%), dtype: float64","36    2-Aminomalonic acid, N,O,O,-TMS
Name: Name, dtype: object","36    C12H29NO4Si3
Name: Formula, dtype: object","36    959080514.0
Name: CAS, dtype: float64","36    HFJBTSWFKQDXSU-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.2342837817865508
8,#4 174.0000@7.5119 MS1+,"3    replib
Name: Library, dtype: object","3    33559.0
Name: Id, dtype: float64","3    291.151
Name: Mass, dtype: float64","3    291.0
Name: Lib MW, dtype: float64","3    141.0
Name: InLib, dtype: float64","3    949.0
Name: MF, dtype: float64","3    63.7
Name: Prob(%), dtype: float64","3    Glycine, 3TMS derivative
Name: Name, dtype: object","3    C11H29NO2Si3
Name: Formula, dtype: object","3    5630820.0
Name: CAS, dtype: float64","3    YVBMCPFZLGEMJT-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.2452782775004905
9,#1 147.0000@5.7087 MS1+,"0    replib
Name: Library, dtype: object","0    29328.0
Name: Id, dtype: float64","0    234.111
Name: Mass, dtype: float64","0    234.0
Name: Lib MW, dtype: float64","0    192.0
Name: InLib, dtype: float64","0    954.0
Name: MF, dtype: float64","0    70.9
Name: Prob(%), dtype: float64","0    Lactic Acid, 2TMS derivative
Name: Name, dtype: object","0    C9H22O3Si2
Name: Formula, dtype: object","0    17596962.0
Name: CAS, dtype: float64","0    HXRGKEOWDNVHPA-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.2658310000982955
