,position name,Library,Id,Mass,Lib MW,InLib,MF,Prob(%),Name,Formula,CAS,InChIKey,VIP
0,#26 87.0000@7.6687 MS1+,"21    replib
Name: Library, dtype: object","21    13009.0
Name: Id, dtype: float64","21    186.162
Name: Mass, dtype: float64","21    186.0
Name: Lib MW, dtype: float64","21    189.0
Name: InLib, dtype: float64","21    941.0
Name: MF, dtype: float64","21    43.7
Name: Prob(%), dtype: float64","21    Decanoic acid, methyl ester
Name: Name, dtype: object","21    C11H22O2
Name: Formula, dtype: object","21    110429.0
Name: CAS, dtype: float64","21    YRHYCMZPEVDGFQ-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.024350769556895
1,#10 147.0000@8.6664 MS1+,"7    replib
Name: Library, dtype: object","7    12361.0
Name: Id, dtype: float64","7    350.14
Name: Mass, dtype: float64","7    350.0
Name: Lib MW, dtype: float64","7    562.0
Name: InLib, dtype: float64","7    934.0
Name: MF, dtype: float64","7    92.7
Name: Prob(%), dtype: float64","7    Malic acid, 3TMS derivative
Name: Name, dtype: object","7    C13H30O5Si3
Name: Formula, dtype: object","7    38166119.0
Name: CAS, dtype: float64","7    QCOBWZRPFJZHGU-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.0276343528169738
2,#55 99.0000@7.7236 MS1+,"44    replib
Name: Library, dtype: object","44    39613.0
Name: Id, dtype: float64","44    256.106
Name: Mass, dtype: float64","44    256.0
Name: Lib MW, dtype: float64","44    178.0
Name: InLib, dtype: float64","44    861.0
Name: MF, dtype: float64","44    57.9
Name: Prob(%), dtype: float64","44    Uracil, 2TMS derivative
Name: Name, dtype: object","44    C10H20N2O2Si2
Name: Formula, dtype: object","44    10457144.0
Name: CAS, dtype: float64","44    FSBNTQRWSOTNEW-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.0319606155499084
3,#46 87.0000@13.9290 MS1+,"37    mainlib
Name: Library, dtype: object","37    56268.0
Name: Id, dtype: float64","37    270.256
Name: Mass, dtype: float64","37    270.0
Name: Lib MW, dtype: float64","37    116.0
Name: InLib, dtype: float64","37    945.0
Name: MF, dtype: float64","37    49.1
Name: Prob(%), dtype: float64","37    Pentadecanoic acid, 14-methyl-, methyl ester
Name: Name, dtype: object","37    C17H34O2
Name: Formula, dtype: object","37    5129602.0
Name: CAS, dtype: float64","37    WAKCWJNDXBPEBP-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.0652910439103025
4,#27 87.0000@10.1619 MS1+,"22    replib
Name: Library, dtype: object","22    13002.0
Name: Id, dtype: float64","22    228.209
Name: Mass, dtype: float64","22    228.0
Name: Lib MW, dtype: float64","22   -113.0
Name: InLib, dtype: float64","22    938.0
Name: MF, dtype: float64","22    25.2
Name: Prob(%), dtype: float64","22    Tridecanoic acid, methyl ester
Name: Name, dtype: object","22    C14H28O2
Name: Formula, dtype: object","22    1731880.0
Name: CAS, dtype: float64","22    JNDDPBOKWCBQSM-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.1254184233690905
5,#6 246.0000@9.4906 MS1+,"4    mainlib
Name: Library, dtype: object","4    261023.0
Name: Id, dtype: float64","4    363.172
Name: Mass, dtype: float64","4    363.0
Name: Lib MW, dtype: float64","4    290.0
Name: InLib, dtype: float64","4    891.0
Name: MF, dtype: float64","4    94.4
Name: Prob(%), dtype: float64","4    L-Glutamic acid, 3TMS derivative
Name: Name, dtype: object","4    C14H33NO4Si3
Name: Formula, dtype: object","4    15985076.0
Name: CAS, dtype: float64","4    STTWTJDZFSSNFS-LBPRGKRZSA-N
Name: InChIKey, dtype: object",1.1264040538559172
6,#70 120.0000@9.1730 MS1+,"54    mainlib
Name: Library, dtype: object","54    125524.0
Name: Id, dtype: float64","54    237.119
Name: Mass, dtype: float64","54    237.0
Name: Lib MW, dtype: float64","54    490.0
Name: InLib, dtype: float64","54    936.0
Name: MF, dtype: float64","54    84.8
Name: Prob(%), dtype: float64","54    DL-Phenylalanine, TMS derivative
Name: Name, dtype: object","54    C12H19NO2Si
Name: Formula, dtype: object","54    2899425.0
Name: CAS, dtype: float64","54    NBXFAHHUVWSAFQ-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.1362079497170694
7,#28 87.0000@11.2330 MS1+,"23    replib
Name: Library, dtype: object","23    13025.0
Name: Id, dtype: float64","23    214.193
Name: Mass, dtype: float64","23    214.0
Name: Lib MW, dtype: float64","23    165.0
Name: InLib, dtype: float64","23    943.0
Name: MF, dtype: float64","23    28.6
Name: Prob(%), dtype: float64","23    Dodecanoic acid, methyl ester
Name: Name, dtype: object","23    C13H26O2
Name: Formula, dtype: object","23    111820.0
Name: CAS, dtype: float64","23    UQDUPQYQJKYHQI-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.16727084326362
8,#24 116.0000@7.1552 MS1+,"19    mainlib
Name: Library, dtype: object","19    118806.0
Name: Id, dtype: float64","19    249.122
Name: Mass, dtype: float64","19    249.0
Name: Lib MW, dtype: float64","19    870.0
Name: InLib, dtype: float64","19    950.0
Name: MF, dtype: float64","19    94.9
Name: Prob(%), dtype: float64","19    L-Serine, 2TMS derivative
Name: Name, dtype: object","19    C9H23NO3Si2
Name: Formula, dtype: object","19    70125392.0
Name: CAS, dtype: float64","19    MWERNBWITQOYEZ-QMMMGPOBSA-N
Name: InChIKey, dtype: object",1.1709691632269528
9,#65 147.0000@14.4631 MS1+,"53    mainlib
Name: Library, dtype: object","53    52303.0
Name: Id, dtype: float64","53    947.459
Name: Mass, dtype: float64","53    947.0
Name: Lib MW, dtype: float64","53   -124.0
Name: InLib, dtype: float64","53    913.0
Name: MF, dtype: float64","53    24.8
Name: Prob(%), dtype: float64","53    D-Lactose, octakis(trimethylsilyl) ether, meth...
Name: Name, dtype: object","53    C37H89NO11Si8
Name: Formula, dtype: object","53    0.0
Name: CAS, dtype: float64","53    KNAZTEWBFRPMHZ-HBAMXUDRSA-N
Name: InChIKey, dtype: object",1.1728250134472364
