,position name,Library,Id,Mass,Lib MW,InLib,MF,Prob(%),Name,Formula,CAS,InChIKey,VIP
0,#206 236.0000@14.9266 MS1+,"110    mainlib
Name: Library, dtype: object","110    52976.0
Name: Id, dtype: float64","110    513.208
Name: Mass, dtype: float64","110    513.0
Name: Lib MW, dtype: float64","110    657.0
Name: InLib, dtype: float64","110    910.0
Name: MF, dtype: float64","110    97.6
Name: Prob(%), dtype: float64","110    5'-Methylthioadenosine, 3TMS derivative
Name: Name, dtype: object","110    C20H39N5O3SSi3
Name: Formula, dtype: object","110    54623288.0
Name: CAS, dtype: float64","110    BAKWXPKBSGCDPL-UHFFFAOYSA-N
Name: InChIKey, dtype: object",2.168487883211756
1,#113 191.0000@8.7311 MS1+,"80    mainlib
Name: Library, dtype: object","80    52051.0
Name: Id, dtype: float64","80    424.232
Name: Mass, dtype: float64","80    424.0
Name: Lib MW, dtype: float64","80    405.0
Name: InLib, dtype: float64","80    952.0
Name: MF, dtype: float64","80    91.1
Name: Prob(%), dtype: float64","80    3,7-Dioxa-2,8-disilanonane, 2,2,8,8-tetramethy...
Name: Name, dtype: object","80    C17H44O4Si4
Name: Formula, dtype: object","80    2114252.0
Name: CAS, dtype: float64","80    DCRQMOJXJXVZFC-UHFFFAOYSA-N
Name: InChIKey, dtype: object",2.088141965562799
2,#69 147.0000@11.2154 MS1+,"53    replib
Name: Library, dtype: object","53    12304.0
Name: Id, dtype: float64","53    614.316
Name: Mass, dtype: float64","53    614.0
Name: Lib MW, dtype: float64","53   -124.0
Name: InLib, dtype: float64","53    920.0
Name: MF, dtype: float64","53    26.0
Name: Prob(%), dtype: float64","53    D-Glucitol, 6TMS
Name: Name, dtype: object","53    C24H62O6Si6
Name: Formula, dtype: object","53    14199805.0
Name: CAS, dtype: float64","53    USBJDBWAPKNPCK-UEQSERJNSA-N
Name: InChIKey, dtype: object",2.041687175313814
3,#41 117.0000@11.7994 MS1+,"33    replib
Name: Library, dtype: object","33    11923.0
Name: Id, dtype: float64","33    328.28
Name: Mass, dtype: float64","33    328.0
Name: Lib MW, dtype: float64","33    408.0
Name: InLib, dtype: float64","33    908.0
Name: MF, dtype: float64","33    84.4
Name: Prob(%), dtype: float64","33    Palmitic Acid, TMS derivative
Name: Name, dtype: object","33    C19H40O2Si
Name: Formula, dtype: object","33    55520893.0
Name: CAS, dtype: float64","33    HKNNSWCACQFVIK-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.94924535343375
4,#55 147.0000@5.6470 MS1+,"42    replib
Name: Library, dtype: object","42    29328.0
Name: Id, dtype: float64","42    234.111
Name: Mass, dtype: float64","42    234.0
Name: Lib MW, dtype: float64","42    103.0
Name: InLib, dtype: float64","42    900.0
Name: MF, dtype: float64","42    70.2
Name: Prob(%), dtype: float64","42    Lactic Acid, 2TMS derivative
Name: Name, dtype: object","42    C9H22O3Si2
Name: Formula, dtype: object","42    17596962.0
Name: CAS, dtype: float64","42    HXRGKEOWDNVHPA-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.8407671859183643
5,#1 147.0000@5.7097 MS1+,"0    replib
Name: Library, dtype: object","0    29328.0
Name: Id, dtype: float64","0    234.111
Name: Mass, dtype: float64","0    234.0
Name: Lib MW, dtype: float64","0    192.0
Name: InLib, dtype: float64","0    955.0
Name: MF, dtype: float64","0    72.8
Name: Prob(%), dtype: float64","0    Lactic Acid, 2TMS derivative
Name: Name, dtype: object","0    C9H22O3Si2
Name: Formula, dtype: object","0    17596962.0
Name: CAS, dtype: float64","0    HXRGKEOWDNVHPA-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.81720161474379
6,#132 147.0000@11.3761 MS1+,"87    mainlib
Name: Library, dtype: object","87    52580.0
Name: Id, dtype: float64","87    670.306
Name: Mass, dtype: float64","87    670.0
Name: Lib MW, dtype: float64","87   -407.0
Name: InLib, dtype: float64","87    816.0
Name: MF, dtype: float64","87    20.6
Name: Prob(%), dtype: float64","87    (3R,4S,5R)-3,4-Dihydroxy-5-((2S,3S)-1,2,3,4-te...
Name: Name, dtype: object","87    C26H62O8Si6
Name: Formula, dtype: object","87    0.0
Name: CAS, dtype: float64","87    ZCTGIJJMBYTPJA-RRLSKXGXSA-N
Name: InChIKey, dtype: object",1.7693076317195489
7,#185 169.0000@15.5705 MS1+,"103    mainlib
Name: Library, dtype: object","103    51583.0
Name: Id, dtype: float64","103    684.234
Name: Mass, dtype: float64","103    684.0
Name: Lib MW, dtype: float64","103   -259.0
Name: InLib, dtype: float64","103    811.0
Name: MF, dtype: float64","103    73.9
Name: Prob(%), dtype: float64","103    2(1H)-Pyrimidinone, 1-[2,3-bis-O-(trimethylsil...
Name: Name, dtype: object","103    C24H53N2O9PSi5
Name: Formula, dtype: object","103    32645593.0
Name: CAS, dtype: float64","103    IIJASRIZVKUCJI-JMJGKCIBSA-N
Name: InChIKey, dtype: object",1.760269944426668
8,#59 87.0000@12.2101 MS1+,"45    replib
Name: Library, dtype: object","45    12999.0
Name: Id, dtype: float64","45    200.178
Name: Mass, dtype: float64","45    200.0
Name: Lib MW, dtype: float64","45    109.0
Name: InLib, dtype: float64","45    928.0
Name: MF, dtype: float64","45    23.3
Name: Prob(%), dtype: float64","45    Undecanoic acid, methyl ester
Name: Name, dtype: object","45    C12H24O2
Name: Formula, dtype: object","45    1731868.0
Name: CAS, dtype: float64","45    XPQPWPZFBULGKT-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.7382623368398724
9,#71 87.0000@15.4176 MS1+,"55    replib
Name: Library, dtype: object","55    12999.0
Name: Id, dtype: float64","55    200.178
Name: Mass, dtype: float64","55    200.0
Name: Lib MW, dtype: float64","55   -138.0
Name: InLib, dtype: float64","55    891.0
Name: MF, dtype: float64","55    23.7
Name: Prob(%), dtype: float64","55    Undecanoic acid, methyl ester
Name: Name, dtype: object","55    C12H24O2
Name: Formula, dtype: object","55    1731868.0
Name: CAS, dtype: float64","55    XPQPWPZFBULGKT-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.612846350991667
