,position name,Library,Id,Mass,Lib MW,InLib,MF,Prob(%),Name,Formula,CAS,InChIKey,VIP
0,#206 236.0000@14.9266 MS1+,"110    mainlib
Name: Library, dtype: object","110    52976.0
Name: Id, dtype: float64","110    513.208
Name: Mass, dtype: float64","110    513.0
Name: Lib MW, dtype: float64","110    657.0
Name: InLib, dtype: float64","110    910.0
Name: MF, dtype: float64","110    97.6
Name: Prob(%), dtype: float64","110    5'-Methylthioadenosine, 3TMS derivative
Name: Name, dtype: object","110    C20H39N5O3SSi3
Name: Formula, dtype: object","110    54623288.0
Name: CAS, dtype: float64","110    BAKWXPKBSGCDPL-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.8789837531805136
1,#126 103.0000@12.3943 MS1+,"83    mainlib
Name: Library, dtype: object","83    49582.0
Name: Id, dtype: float64","83    606.248
Name: Mass, dtype: float64","83    606.0
Name: Lib MW, dtype: float64","83   -101.0
Name: InLib, dtype: float64","83    836.0
Name: MF, dtype: float64","83    88.2
Name: Prob(%), dtype: float64","83    Phosphoric acid, bis[2,3-bis[(trimethylsilyl)o...
Name: Name, dtype: object","83    C21H55O8PSi5
Name: Formula, dtype: object","83    32046289.0
Name: CAS, dtype: float64","83    OABPYCCCPPLWNE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.822395314792768
2,#72 147.0000@7.8118 MS1+,"56    mainlib
Name: Library, dtype: object","56    168045.0
Name: Id, dtype: float64","56    250.088
Name: Mass, dtype: float64","56    250.0
Name: Lib MW, dtype: float64","56    189.0
Name: InLib, dtype: float64","56    925.0
Name: MF, dtype: float64","56    57.2
Name: Prob(%), dtype: float64","56    Trimethylsilyl 3-((trimethylsilyl)thio)propanoate
Name: Name, dtype: object","56    C9H22O2SSi2
Name: Formula, dtype: object","56    0.0
Name: CAS, dtype: float64","56    PUROFOJLQZGUBG-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.817984939703707
3,#48 147.0000@10.5921 MS1+,"38    replib
Name: Library, dtype: object","38    12683.0
Name: Id, dtype: float64","38    480.185
Name: Mass, dtype: float64","38    480.0
Name: Lib MW, dtype: float64","38    143.0
Name: InLib, dtype: float64","38    866.0
Name: MF, dtype: float64","38    91.1
Name: Prob(%), dtype: float64","38    Citric acid, 4TMS derivative
Name: Name, dtype: object","38    C18H40O7Si4
Name: Formula, dtype: object","38    14330973.0
Name: CAS, dtype: float64","38    VFGAVMGYDWDESE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.8163760304038072
4,#118 129.0000@9.2054 MS1+,"81    replib
Name: Library, dtype: object","81    12184.0
Name: Id, dtype: float64","81    364.156
Name: Mass, dtype: float64","81    364.0
Name: Lib MW, dtype: float64","81    471.0
Name: InLib, dtype: float64","81    903.0
Name: MF, dtype: float64","81    93.8
Name: Prob(%), dtype: float64","81    Pentanedioic acid, 2-[(trimethylsilyl)oxy]-, b...
Name: Name, dtype: object","81    C14H32O5Si3
Name: Formula, dtype: object","81    55530626.0
Name: CAS, dtype: float64","81    GFDIGKRHNMDEJF-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.7683705645819252
5,#132 147.0000@11.3761 MS1+,"87    mainlib
Name: Library, dtype: object","87    52580.0
Name: Id, dtype: float64","87    670.306
Name: Mass, dtype: float64","87    670.0
Name: Lib MW, dtype: float64","87   -407.0
Name: InLib, dtype: float64","87    816.0
Name: MF, dtype: float64","87    20.6
Name: Prob(%), dtype: float64","87    (3R,4S,5R)-3,4-Dihydroxy-5-((2S,3S)-1,2,3,4-te...
Name: Name, dtype: object","87    C26H62O8Si6
Name: Formula, dtype: object","87    0.0
Name: CAS, dtype: float64","87    ZCTGIJJMBYTPJA-RRLSKXGXSA-N
Name: InChIKey, dtype: object",1.7669867532688652
6,#74 99.0000@7.7226 MS1+,"58    mainlib
Name: Library, dtype: object","58    49315.0
Name: Id, dtype: float64","58    256.106
Name: Mass, dtype: float64","58    256.0
Name: Lib MW, dtype: float64","58   -136.0
Name: InLib, dtype: float64","58    828.0
Name: MF, dtype: float64","58    57.8
Name: Prob(%), dtype: float64","58    Uracil, 1,3-bis(trimethylsilyl)-
Name: Name, dtype: object","58    C10H20N2O2Si2
Name: Formula, dtype: object","58    3442828.0
Name: CAS, dtype: float64","58    WPNJNSFRHGSSCI-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.7614400869239977
7,#161 128.0000@8.9202 MS1+,"93    replib
Name: Library, dtype: object","93    11833.0
Name: Id, dtype: float64","93    293.13
Name: Mass, dtype: float64","93    293.0
Name: Lib MW, dtype: float64","93    126.0
Name: InLib, dtype: float64","93    815.0
Name: MF, dtype: float64","93    94.1
Name: Prob(%), dtype: float64","93    L-Methionine, 2TMS derivative
Name: Name, dtype: object","93    C11H27NO2SSi2
Name: Formula, dtype: object","93    27844106.0
Name: CAS, dtype: float64","93    JATQZWJTOMUJCG-JTQLQIEISA-N
Name: InChIKey, dtype: object",1.743482688621261
8,#69 147.0000@11.2154 MS1+,"53    replib
Name: Library, dtype: object","53    12304.0
Name: Id, dtype: float64","53    614.316
Name: Mass, dtype: float64","53    614.0
Name: Lib MW, dtype: float64","53   -124.0
Name: InLib, dtype: float64","53    920.0
Name: MF, dtype: float64","53    26.0
Name: Prob(%), dtype: float64","53    D-Glucitol, 6TMS
Name: Name, dtype: object","53    C24H62O6Si6
Name: Formula, dtype: object","53    14199805.0
Name: CAS, dtype: float64","53    USBJDBWAPKNPCK-UEQSERJNSA-N
Name: InChIKey, dtype: object",1.7378930342625682
9,#32 147.0000@7.5413 MS1+,"26    replib
Name: Library, dtype: object","26    29478.0
Name: Id, dtype: float64","26    162.09
Name: Mass, dtype: float64","26    162.0
Name: Lib MW, dtype: float64","26   -100.0
Name: InLib, dtype: float64","26    945.0
Name: MF, dtype: float64","26    31.6
Name: Prob(%), dtype: float64","26    Disiloxane, hexamethyl-
Name: Name, dtype: object","26    C6H18OSi2
Name: Formula, dtype: object","26    107460.0
Name: CAS, dtype: float64","26    UQEAIHBTYFGYIE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.7265907093882429
10,#180 204.0000@12.9294 MS1+,"102    mainlib
Name: Library, dtype: object","102    233951.0
Name: Id, dtype: float64","102    748.407
Name: Mass, dtype: float64","102    748.0
Name: Lib MW, dtype: float64","102   -331.0
Name: InLib, dtype: float64","102    848.0
Name: MF, dtype: float64","102    11.4
Name: Prob(%), dtype: float64","102    4-[4-Hydroxy-2,6,6-trimethyl-3-[(2R,3R,4S,5S,6...
Name: Name, dtype: object","102    C34H72O8Si5
Name: Formula, dtype: object","102    0.0
Name: CAS, dtype: float64","102    HAWDOTPCOYBVKF-JIEQOVIDSA-N
Name: InChIKey, dtype: object",1.714926012030438
11,#112 147.0000@13.4174 MS1+,"79    replib
Name: Library, dtype: object","79    12745.0
Name: Id, dtype: float64","79    764.306
Name: Mass, dtype: float64","79    764.0
Name: Lib MW, dtype: float64","79    165.0
Name: InLib, dtype: float64","79    901.0
Name: MF, dtype: float64","79    48.5
Name: Prob(%), dtype: float64","79    Myo-Inositol, 1,3,4,5,6-pentakis-O-(trimethyls...
Name: Name, dtype: object","79    C27H69O9PSi7
Name: Formula, dtype: object","79    33910064.0
Name: CAS, dtype: float64","79    WOZUKLPEHGPIJE-UHFFFAOYSA-N
Name: InChIKey, dtype: object",1.6766339310871263
